,Amount of Calcium (Ca),Amount of Magnesium (Mg),Amount of Sodium (Na),Amount of Potassium (K),Total Amount (N+K) (mg/L),Ca Weight (%) (meq/L),Mg Weight (%) (meq/L),Na Weight (%) (meq/L),K Weight (%) (meq/L),Total Amount (Na+K %) (meq/L),Total Weight Amount (Ca + Mg+ Na+K %) (meq/L),Ca Relative Conc (meq%),Mg Relative Conc (meq%),Na+K Relative Conc (meq%),Amount of Chloride (Cl),Amount of Sulfate (SO4),Amount of Carbonate (CO3),Amount of Hydrogencarbonate (HCO3),Cl Weight (%) (meq/L),SO4 Weight (%) (meq/L),CO3 Weight (%) (meq/L),HCO3 Weight (%) (meq/L),Total Amount (CO3+HCO3 %) (meq/L),Total Weight Amount (Cl + SO4+ CO3+HCO3 %) (meq/L),Cl Relative Conc (meq%),SO4 Relative Conc (meq%),CO3 + HCO3 Relative Conc (meq%),ROWID,District LGD Code,Amount of Total Dissolved Solids (TDS),"Amount of Potential of Hydrogen (H+, pH)",Country,State LGD Code,State,District,Year,Surface Water Station,Surface Water Station Latitude,Surface Water Station Longitude,Month
106,39.25,16.19,110.5,3.6,114.1,1.9586805728828782,1.3322361653980663,4.806437581557199,0.09207632103943936,4.898513902596638,8.189430640877582,23.91717640425593,16.26775076094061,59.815072834803466,133.12,77.46,0.0,199.18,3.755148095909732,1.612809194636462,0.0,3.2643896682837292,3.2643896682837292,8.632346958829924,43.50089394945642,18.683322187215133,37.815783863328434,38278,504,454.0,7.79,India,28,Andhra Pradesh,Y.S.R.,2012,Chennur,14.57388889,78.77166667,2022-11-12
107,17.27,13.33,108.5,3.8,112.3,0.8618194520684664,1.096893643283275,4.719443236189648,0.0971916722082971,4.816634908397946,6.775348003749688,12.719928948173715,16.18948049127838,71.0905905605479,98.39,24.99,0.0,219.1,2.775458392101551,0.52032147913717,0.0,3.590861413399764,3.590861413399764,6.886641284638485,40.30206130080506,7.555518831767992,52.142419867426945,38280,504,368.0,8.14,India,28,Andhra Pradesh,Y.S.R.,2012,Nandipalli,14.71527778,79.01777778,2022-11-12
121,40.83,22.85,110.0,4.3,114.3,2.0375268226957433,1.8802715490639788,4.784688995215311,0.10998005013044146,4.894669045345752,8.812467417105474,23.12095723316712,21.336493629630567,55.54254913720233,141.8,115.91,0.0,184.24,4.0,2.413383859415341,0.0,3.0195358594467026,3.0195358594467026,9.432919718862044,42.4046861334101,25.584696269486365,32.01061759710353,38322,504,506.0,7.38,India,28,Andhra Pradesh,Y.S.R.,2012,Alladupalli,14.25,78.66666667,2022-10-12
122,34.54,21.9,27.6,1.6,29.200000000000003,1.7236389041369329,1.8020983336761982,1.2005219660722055,0.04092280935086194,1.2414447754230675,4.767182013236199,36.15634769872866,37.802171779315906,26.04148052195543,23.97,83.23,0.0,169.31,0.6761636107193228,1.7329474473223954,0.0,2.7748459420479876,2.7748459420479876,5.1839570000897055,13.04338771921955,33.42904748809467,53.527564792685794,38323,504,523.0,7.79,India,28,Andhra Pradesh,Y.S.R.,2012,Chennur,14.57388889,78.77166667,2022-10-12
123,23.55,15.23,98.0,4.8,102.8,1.175208343729727,1.2532400740588356,4.2627229230100045,0.12276842805258581,4.385491351062591,6.813939768851153,17.247119634106628,18.39229750441623,64.36058286147716,87.88,29.84,0.0,258.94,2.478984485190409,0.6213042391938036,0.0,4.243804903631834,4.243804903631834,7.344093628016047,33.754805027725226,8.459917188741565,57.785277783533196,38325,504,434.0,7.95,India,28,Andhra Pradesh,Y.S.R.,2012,Nandipalli,14.71527778,79.01777778,2022-10-12
136,45.54,13.33,90.6,3.5,94.1,2.2725684914416884,1.096893643283275,3.940843845150065,0.0895186454550105,4.030362490605076,7.399824625330039,30.711112850736374,14.823238371468197,54.46564877779544,121.83,90.54,0.0,169.31,3.4366713681241183,1.8851503289747649,0.0,2.7748459420479876,2.7748459420479876,8.09666763914687,42.44550377130503,23.28303955395407,34.27145667474092,38367,504,403.0,7.57,India,28,Andhra Pradesh,Y.S.R.,2012,Alladupalli,14.25,78.66666667,2022-09-12
137,10.21,12.85,76.8,3.8,80.6,0.5095064623983233,1.0573955976136598,3.340582862113963,0.0971916722082971,3.43777453432226,5.004676594334243,10.180607134038027,21.128150394587525,68.69124247137445,95.86,70.64,0.0,59.76,2.7040902679830747,1.4708086949279588,0.0,0.9794152353481054,0.9794152353481054,5.154314198259138,52.46265873540222,28.535487716769815,19.00185354782798,38368,504,356.0,7.84,India,28,Andhra Pradesh,Y.S.R.,2012,Chennur,14.57388889,78.77166667,2022-09-12
138,25.12,20.0,144.0,3.8,147.8,1.2535555666450422,1.6457519029006378,6.26359286646368,0.0971916722082971,6.360784538671978,9.260092008217658,13.537182627695307,17.772522146001926,68.69029522630277,123.83,32.56,0.0,293.8,3.493088857545839,0.6779378695760807,0.0,4.815130457584896,4.815130457584896,8.986157184706816,38.87188690056066,7.544246730180019,53.583866369259326,38370,504,441.0,7.79,India,28,Andhra Pradesh,Y.S.R.,2012,Nandipalli,14.71527778,79.01777778,2022-09-12
152,22.4,11.6,20.4,4.0,24.4,1.1178202505115025,0.9545361036823699,0.8873423227490214,0.10230702337715485,0.9896493461261762,3.0620057003200487,36.50614531497002,31.173557370667183,32.32029731436278,17.4,8.8,0.0,168.0,0.4908321579689703,0.18322645123677855,0.0,2.7533761636292122,2.7533761636292122,3.4274347728349612,14.320685600180932,5.345877117457877,80.33343728236119,38408,505,244.0,16.2,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-04-12
156,35.2,19.4,17.8,4.8,22.6,1.7565746793752184,1.5963793458136184,0.7742496737712049,0.12276842805258581,0.8970181018237907,4.249972127012628,41.33143999252396,37.562113305805106,21.106446701670933,31.6,19.0,0.0,142.0,0.8913963328631875,0.39560256517031733,0.0,2.3272584240199294,2.3272584240199294,3.6142573220534344,24.663333388690273,10.945611502436035,64.39105510887369,38417,505,280.0,16.2,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-08-12
159,52.8,28.2,32.4,2.2,34.6,2.6348620190628274,2.3205101830898993,1.409308394954328,0.05626886285743517,1.4655772578117632,6.42094945996449,41.03539570731023,36.13967369714716,22.824930595542614,20.8,34.6,0.0,344.0,0.5867418899858956,0.7204130923627884,0.0,5.637865477907434,5.637865477907434,6.945020460256118,8.448382453926676,10.373088120984757,81.17852942508856,38426,505,312.0,16.4,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-12-12
162,46.44,25.26,32.2,4.4,36.6,2.3174809122211686,2.0785846533635057,1.400608960417573,0.11253772571487033,1.5131466861324434,5.9092122517171175,39.21810240523595,35.17532565799281,25.606571936771243,37.8,27.4,10.38,237.4,1.0662905500705218,0.5705005413508787,0.3459538728169578,3.890782745509375,4.236736618326333,5.873527709747734,18.15417586778217,9.713081635829749,72.13274249638808,38435,505,320.0,17.0,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-02-12
166,48.04,27.2,38.6,4.6,43.2,2.397325215829133,2.2382225879448674,1.6789908655937367,0.11765307688372806,1.7966439424774647,6.4321917462514655,37.270736172102445,34.79719940328664,27.93206442461091,28.2,26.2,10.38,290.16,0.7954866008462622,0.545515116182227,0.3459538728169578,4.755473974039597,5.101427846856555,6.442429563885044,12.347618130054522,8.467537142202909,79.18484472774257,38445,505,396.0,16.8,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-01-12
170,22.4,11.6,36.2,6.2,42.400000000000006,1.1178202505115025,0.9545361036823699,1.5745976511526754,0.15857588623459,1.7331735373872654,3.8055298915811377,29.373576935617386,25.082869689029696,45.54355337535292,31.6,21.6,0.0,200.0,0.8913963328631875,0.4497376530357292,0.0,3.2778287662252525,3.2778287662252525,4.618962752124169,19.29862570234523,9.736767260764417,70.96460703689036,38455,505,424.0,16.0,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-07-12
173,17.6,9.8,19.6,4.2,23.8,0.8782873396876092,0.8064184324213125,0.852544584602001,0.1074223745460126,0.9599669591480136,2.6446727312569354,33.209679568563665,30.49218237441596,36.29813805702036,16.2,8.0,0.0,132.0,0.4569816643159379,0.16656950112434413,0.0,2.1633669857086666,2.1633669857086666,2.7869181511489485,16.397383759818723,5.976835059030111,77.62578118115117,38464,505,244.0,16.4,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-06-12
176,32.0,18.4,28.6,4.2,32.800000000000004,1.5968860721592892,1.5140917506685867,1.244019138755981,0.1074223745460126,1.3514415133019935,4.462419336129869,35.78520869229254,33.92984021940251,30.28495108830495,26.6,14.0,10.2,204.0,0.7503526093088857,0.29149662696760226,0.3399546727103053,3.3433853415497574,3.6833400142600627,4.725189250536551,15.87984246818648,6.168993695532987,77.95116383628053,38473,505,288.0,16.8,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-03-12
180,17.6,10.6,16.6,3.8,20.400000000000002,0.8782873396876092,0.8722485085373379,0.7220530665506744,0.0971916722082971,0.8192447387589714,2.5697805869839185,34.17752255333328,33.942528516065735,31.879948930600982,14.6,14.2,0.0,104.0,0.4118476727785613,0.29566086449571083,0.0,1.7044709584371314,1.7044709584371314,2.4119794957114036,17.075090128703128,12.258017326490863,70.666892544806,38483,505,240.0,16.4,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-05-12
184,46.4,27.2,39.0,4.0,43.0,2.3154848046309695,2.2382225879448674,1.6963897346672467,0.10230702337715485,1.7986967580444015,6.352404150620238,36.45052722920486,35.23425989396993,28.315212876825225,21.8,16.4,10.2,248.0,0.6149506346967559,0.34146747730490545,0.3399546727103053,4.064507670119313,4.404462342829618,5.360880454831279,11.471075318282024,6.369615591729369,82.15930908998861,38492,505,416.0,16.8,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-11-12
187,40.0,36.8,26.6,3.8,30.400000000000002,1.9961075901991117,3.0281835013371734,1.15702479338843,0.0971916722082971,1.254216465596727,6.278507557133012,31.792708251682107,48.23094459601079,19.976347152307106,12.0,56.0,0.0,224.0,0.3385049365303244,1.165986507870409,0.0,3.6711682181722827,3.6711682181722827,5.1756596625730165,6.5403244919323145,22.528268547139223,70.93140696092844,38501,505,404.0,16.2,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-10-12
190,35.2,18.4,16.8,4.2,21.0,1.7565746793752184,1.5140917506685867,0.7307525010874294,0.1074223745460126,0.838174875633442,4.108841305677247,42.75109571518698,36.84960401309595,20.399300271717074,11.0,27.4,0.0,152.0,0.310296191819464,0.5705005413508787,0.0,2.491149862331192,2.491149862331192,3.3719465955015346,9.20228666235182,16.91902659763281,73.87868674001537,38510,505,168.0,15.8,India,28,Andhra Pradesh,East Godavari,2012,Polavaram,17.24583333,81.65972222,2022-09-12
252,28.86,24.31,112.0,4.9,116.9,1.440191626328659,2.000411437975725,4.871683340582862,0.12532610363701469,4.997009444219877,8.43761250852426,17.068710193478044,23.70826387150122,59.22302593502074,109.96,41.329,0.0,312.69,3.1018335684062053,0.8605188639960024,0.0,5.124721384554871,5.124721384554871,9.087073816957078,34.134569949437186,9.469702583357664,56.395727467205155,38993,515,405.0,8.13,India,28,Andhra Pradesh,Spsr Nellore,2012,Nellore CWC,14.45,79.98333333,2022-08-12
254,31.4,10.47,52.2,3.8,56.0,1.5669444583063026,0.8615511211684839,2.270552414093084,0.0971916722082971,2.3677440863013812,4.7962396657761674,32.67027020120202,17.963054000744155,49.366675798053826,68.01,15.41,0.0,169.31,1.9184767277856136,0.3208545015407679,0.0,2.7748459420479876,2.7748459420479876,5.014177171374369,38.26104786919138,6.3989462393253,55.34000589148333,39019,515,281.0,8.0,India,28,Andhra Pradesh,Spsr Nellore,2012,Naidupet,13.94833333,79.89611111,2022-12-12
255,37.68,14.28,98.7,4.7,103.4,1.8803333499675632,1.1750668586710553,4.293170943888648,0.12021075246815695,4.413381696356805,7.468781904995424,25.17590383392933,15.733045543679927,59.09105062239073,115.76,63.18,0.0,189.22,3.265444287729196,1.315482635129508,0.0,3.101153795725711,3.101153795725711,7.682080718584415,42.50728946168797,17.124040781647935,40.3686697566641,39020,515,426.0,7.84,India,28,Andhra Pradesh,Spsr Nellore,2012,Nellore CWC,14.45,79.98333333,2022-12-12
256,14.13,8.57,21.3,2.0,23.3,0.7051250062378362,0.7052046903929233,0.9264897781644194,0.05115351168857742,0.9776432898529968,2.3879729864837564,29.528181860889433,29.531518756052744,40.94029938305782,37.62,9.13,0.0,79.67,1.0612129760225668,0.19009744315815777,0.0,1.3057230890258293,1.3057230890258293,2.557033508206554,41.50172348609064,7.4342961305770245,51.063980383332336,39021,515,121.0,7.63,India,28,Andhra Pradesh,Spsr Nellore,2012,Sulurpet,13.70777778,80.01,2022-12-12
283,33.67,21.39,90.2,5.0,95.2,1.6802235640501022,1.760131660152232,3.9234449760765555,0.12788377922144356,4.051328755297999,7.491683979500333,22.427848914179194,23.494472871099752,54.077678214721054,92.78,40.1,0.0,267.2,2.617207334273625,0.834929624385775,0.0,4.379179231676937,4.379179231676937,7.831316190336336,33.41976330240884,10.661421453217008,55.91881524437416,39107,515,378.0,7.98,India,28,Andhra Pradesh,Spsr Nellore,2012,Nellore CWC,14.45,79.98333333,2022-07-12
285,33.67,24.31,89.0,5.6,94.6,1.6802235640501022,2.000411437975725,3.8712483688560244,0.14322983272801676,4.0144782015840415,7.695113203609869,21.83494276941747,25.995867572647384,52.16918965793515,116.84,53.44,0.0,189.73,3.2959097320169253,1.1126842675106188,0.0,3.1095122590795854,3.1095122590795854,7.51810625860713,43.83962687736146,14.800060403998126,41.36031271864041,39134,515,386.0,7.53,India,28,Andhra Pradesh,Spsr Nellore,2012,Nellore CWC,14.45,79.98333333,2022-06-12
293,15.7,6.67,40.8,2.8,43.599999999999994,0.7834722291531513,0.5488582596173627,1.7746846454980427,0.07161491636400838,1.846299561862051,3.178630050632565,24.648109930164285,17.267132408445484,58.084757661390235,52.09,11.39,0.0,99.59,1.4693935119887165,0.23715332722578497,0.0,1.6321948341418646,1.6321948341418646,3.338741673356366,44.0103983999327,7.103075063228231,48.88652653683907,39217,515,179.0,7.44,India,28,Andhra Pradesh,Spsr Nellore,2012,Naidupet,13.94833333,79.89611111,2022-11-12
294,18.84,13.33,97.0,4.6,101.6,0.9401666749837816,1.096893643283275,4.219225750326229,0.11765307688372806,4.336878827209958,6.3739391454770145,14.750167102723745,17.209038527793872,68.04079436948238,118.65,45.07,0.0,144.41,3.3469675599435824,0.9384109269592738,0.0,2.3667562606529433,2.3667562606529433,6.6521347475558,50.31418765492328,14.106913984327738,35.57889836074897,39218,515,400.0,8.12,India,28,Andhra Pradesh,Spsr Nellore,2012,Nellore CWC,14.45,79.98333333,2022-11-12
295,14.13,7.62,40.4,2.5,42.9,0.7051250062378362,0.627031475005143,1.7572857764245324,0.06394188961072178,1.8212276660352542,3.153384147278233,22.360897794404394,19.884398656165946,57.75470354942967,46.3,12.19,0.0,104.57,1.3060648801128347,0.25381027733821937,0.0,1.7138127704208732,1.7138127704208732,3.2736879278719275,39.8958272409871,7.7530382531975075,52.35113450581539,39219,515,171.0,7.34,India,28,Andhra Pradesh,Spsr Nellore,2012,Sulurpet,13.70777778,80.01,2022-11-12
305,31.4,18.09,26.1,3.2,29.3,1.5669444583063026,1.4885825961736268,1.135276207046542,0.08184561870172388,1.2171218257482659,4.2726488802281954,36.673841034712275,34.83980635670966,28.48635260857806,33.95,35.0,0.0,179.27,0.9576868829337094,0.7287415674190056,0.0,2.9380818146060053,2.9380818146060053,4.624510264958721,20.708936256242865,15.758243049883479,63.532820693873646,39244,515,404.0,8.22,India,28,Andhra Pradesh,Spsr Nellore,2012,Naidupet,13.94833333,79.89611111,2022-10-12
306,32.97,18.09,113.5,4.3,117.8,1.6452916812216176,1.4885825961736268,4.936929099608526,0.10998005013044146,5.046909149738967,8.180783427134212,20.111664070759726,18.19608854619304,61.692247383047224,163.77,60.09,0.0,189.22,4.619746121297602,1.25114516532023,0.0,3.101153795725711,3.101153795725711,8.972045082343543,51.49044703742061,13.944927314090407,34.564625648488985,39245,515,378.0,7.64,India,28,Andhra Pradesh,Spsr Nellore,2012,Nellore CWC,14.45,79.98333333,2022-10-12
307,21.98,14.28,87.1,3.9,91.0,1.096861120814412,1.1750668586710553,3.7886037407568507,0.09974934779272597,3.8883530885495765,6.160281068035044,17.8053746038617,19.074890344993115,63.119735051145184,121.83,29.72,0.0,159.35,3.4366713681241183,0.6188056966769384,0.0,2.61161006948997,2.61161006948997,6.667087134291027,51.54681945655375,9.281500064611677,39.17168047883458,39246,515,329.0,7.8,India,28,Andhra Pradesh,Spsr Nellore,2012,Sulurpet,13.70777778,80.01,2022-10-12
312,31.4,16.19,113.0,4.1,117.1,1.5669444583063026,1.3322361653980663,4.915180513266638,0.10486469896158371,5.020045212228222,7.9192258359325916,19.786586350353456,16.822808100170544,63.390605549476,115.84,51.56,0.0,204.16,3.2677009873060645,1.073540434746398,0.0,3.346007604562738,3.346007604562738,7.6872490266152,42.508067268179516,13.965209544136393,43.52672318768409,39272,515,400.0,7.84,India,28,Andhra Pradesh,Spsr Nellore,2012,Nellore CWC,14.45,79.98333333,2022-09-12
325,48.0,10.32,10.2,0.54,10.739999999999998,2.395329108238934,0.8492079818967291,0.4436711613745107,0.013811448155915906,0.4574826095304266,3.70201969966609,64.70330529183799,22.93904546140921,12.357649246752795,19.88,2.0,0.0,170.8,0.560789844851904,0.04164237528108603,0.0,2.7992657663563656,2.7992657663563656,3.4016979864893555,16.485585936176957,1.2241643863293723,82.29024967749366,13591,229,200.0,15.12,India,12,Arunachal Pradesh,Changlang,2012,Miao,27.48694444,96.20944444,2022-07-12
329,40.0,10.32,6.5,0.32,6.82,1.9961075901991117,0.8492079818967291,0.28273162244454114,0.008184561870172387,0.29091618431471356,3.136231756410554,63.646686381483335,27.077335090460767,9.275978528055905,4.0,2.32,0.0,122.0,0.11283497884344146,0.0483051553260598,0.0,1.999475547397404,1.999475547397404,2.160615681566905,5.2223530452955025,2.235712521119365,92.54193443358513,13637,229,100.0,13.12,India,12,Arunachal Pradesh,Changlang,2012,Miao,27.48694444,96.20944444,2022-10-12
333,16.0,4.8,4.1,0.15,4.25,0.7984430360796446,0.39498045669615306,0.17833840800347978,0.0038365133766433065,0.1821749213801231,1.3755984141559208,58.043323390248034,28.71335504835665,13.243321561395314,9.94,1.1,0.0,61.0,0.280394922425952,0.02290330640459732,0.0,0.999737773698702,0.999737773698702,1.3030360025292513,21.51858597012614,1.7576879196078217,76.72372611026603,13655,231,32.0,6.46,India,12,Arunachal Pradesh,East Kameng,2012,Seppa,27.35583333,93.04527778,2022-04-12
338,20.0,2.4,3.5,0.16,3.66,0.9980537950995558,0.19749022834807653,0.15224010439321445,0.004092280935086194,0.15633238532830065,1.3518764087759332,73.82729579571932,14.608600835552384,11.564103368728285,9.94,1.3,0.0,73.2,0.280394922425952,0.027067543932705922,0.0,1.1996853284384426,1.1996853284384426,1.5071477947971004,18.604341484884042,1.7959448984463988,79.59971361666956,13692,231,43.0,7.04,India,12,Arunachal Pradesh,East Kameng,2012,Seppa,27.35583333,93.04527778,2022-01-12
344,8.6,7.2,4.2,0.26,4.46,0.42916313189280897,0.5924706850442296,0.18268812527185735,0.006649956519515065,0.1893380817913724,1.2109718987284108,35.439561590442736,48.92522160641031,15.635216803146971,9.94,1.2,0.0,73.2,0.280394922425952,0.02498542516865162,0.0,1.1996853284384426,1.1996853284384426,1.505065676033046,18.630078865727548,1.6600886968937176,79.70983243737874,13702,231,31.0,6.87,India,12,Arunachal Pradesh,East Kameng,2012,Seppa,27.35583333,93.04527778,2022-07-12
