,Amount of Calcium (Ca),Amount of Magnesium (Mg),Amount of Sodium (Na),Amount of Potassium (K),Total Amount (N+K) (mg/L),Ca Weight (%) (meq/L),Mg Weight (%) (meq/L),Na Weight (%) (meq/L),K Weight (%) (meq/L),Total Amount (Na+K %) (meq/L),Total Weight Amount (Ca + Mg+ Na+K %) (meq/L),Ca Relative Conc (meq%),Mg Relative Conc (meq%),Na+K Relative Conc (meq%),Amount of Chloride (Cl),Amount of Sulfate (SO4),Amount of Carbonate (CO3),Amount of Hydrogencarbonate (HCO3),Cl Weight (%) (meq/L),SO4 Weight (%) (meq/L),CO3 Weight (%) (meq/L),HCO3 Weight (%) (meq/L),Total Amount (CO3+HCO3 %) (meq/L),Total Weight Amount (Cl + SO4+ CO3+HCO3 %) (meq/L),Cl Relative Conc (meq%),SO4 Relative Conc (meq%),CO3 + HCO3 Relative Conc (meq%),ROWID,District LGD Code,Amount of Total Dissolved Solids (TDS),"Amount of Potential of Hydrogen (H+, pH)",Country,State LGD Code,State,District,Year,Surface Water Station,Surface Water Station Latitude,Surface Water Station Longitude,Month
194,62.4,23.1,88.19,3.5,91.69,3.113927840710614,1.9008434478502367,3.8360156589821663,0.0895186454550105,3.9255343044371767,8.940305592998026,34.83021702467773,21.261504185482895,43.908278789839386,84.0,236.8,10.3,202.6,2.3695345557122707,4.9304572332805865,0.34328756165844554,3.3204405401861807,3.6637281018446264,10.963719890837483,21.612505420651253,44.970660344953096,33.41683423439566,38531,506,433.0,8.3,India,28,Andhra Pradesh,Guntur,2017,Wadenepally,16.79416667,80.07305556,2022-04-17
204,41.1,13.0,158.0,9.7,167.7,2.0510005489295873,1.0697387368854145,6.872553284036538,0.24809453168960047,7.120647815726139,10.241387101541141,20.02658945115891,10.445252447536511,69.52815810130458,80.8,218.4,2.4,221.1,2.279266572637517,4.547347380694595,0.07998933475536595,3.6236397010620167,3.7036290358173827,10.530242989149494,21.644957053565662,43.18368897451126,35.17135397192309,38585,506,441.0,8.4,India,28,Andhra Pradesh,Guntur,2017,Wadenepally,16.79416667,80.07305556,2022-02-17
207,57.8,31.5,28.73,4.61,33.34,2.884375467837716,2.5920592470685047,1.2496737712048718,0.11790884444217097,1.3675826156470428,6.844017330553264,42.14447930985216,37.87335890423534,19.982161785912496,100.5,126.1,0.0,172.1,2.8349788434414664,2.625551761472474,0.0,2.8205716533368297,2.8205716533368297,8.28110225825077,34.2343175465183,31.705341627155242,34.06034082632646,38605,506,435.0,8.0,India,28,Andhra Pradesh,Guntur,2017,Wadenepally,16.79416667,80.07305556,2022-01-17
213,32.6,27.0,67.26,0.34,67.60000000000001,1.6268276860122761,2.221765068915861,2.9256198347107443,0.008696096987058163,2.9343159316978022,6.782908686625939,23.984219177532793,32.75534393226582,43.26043689020139,78.4,61.52,0.0,182.5,2.211565585331453,1.2809194636462065,0.0,2.991018749180543,2.991018749180543,6.483503798158202,34.11065458093357,19.75659309415509,46.13275232491134,38643,506,369.0,7.91,India,28,Andhra Pradesh,Guntur,2017,Wadenepally,16.79416667,80.07305556,2022-06-17
216,52.8,22.2,87.56,3.73,91.29,2.6348620190628274,1.8267846122197078,3.808612440191388,0.0954012992991969,3.9040137394905847,8.36566037077312,31.49616291223312,21.836705427367043,46.66713166039983,91.1,78.0,0.0,190.1,2.569816643159379,1.6240526359623553,0.0,3.1155762422971023,3.1155762422971023,7.309445521418836,35.15747720711587,22.21854764774429,42.62397514513984,38661,506,459.0,8.0,India,28,Andhra Pradesh,Guntur,2017,Wadenepally,16.79416667,80.07305556,2022-03-17
218,47.2,34.5,93.4,3.89,97.29,2.355406956434952,2.8389220325036,4.062635928664637,0.09949358023428309,4.16212950889892,9.356458497837473,25.17412926033231,30.341843905573363,44.484026834094315,104.3,124.3,13.3,210.4,2.942172073342736,2.588073623719497,0.443274230102653,3.4482758620689657,3.891550092171619,9.421795789233851,31.22729614565318,27.469005714142636,41.30369814020419,38681,506,508.0,7.8,India,28,Andhra Pradesh,Guntur,2017,Wadenepally,16.79416667,80.07305556,2022-05-17
274,25.65,14.59,48.5,3.0,51.5,1.2800039922151802,1.2005760131660153,2.1096128751631147,0.07673026753286613,2.1863431426959807,4.666923148077176,27.42714957160921,25.725214987966233,46.84763544042456,63.44,33.07,0.0,123.28,1.7895627644569814,0.6885566752727575,0.0,2.0204536515012457,2.0204536515012457,4.498573091230984,39.7806755200967,15.306112878658192,44.913211601245116,39061,515,261.0,8.18,India,28,Andhra Pradesh,Spsr Nellore,2017,Naidupet,13.94833333,79.89611111,2022-02-17
358,40.0,5.8,7.5,4.2,11.7,1.9961075901991117,0.4772680518411849,0.3262287951283167,0.1074223745460126,0.4336511696743293,2.907026811714626,68.66491847117727,16.41773821685814,14.917343311964595,18.0,4.2,0.2,146.4,0.5077574047954866,0.08744898809028068,0.006665777896280496,2.399370656876885,2.4060364347731658,3.001242827658933,16.91823800847044,2.913759169513576,80.16800282201599,13771,232,178.0,16.2,India,12,Arunachal Pradesh,East Siang,2017,Passighat,28.07305556,95.34027778,2022-04-17
364,39.76,11.76,7.56,4.36,11.92,1.9841309446579167,0.967702118905575,0.3288386254893432,0.11151465548109879,0.44035328097044196,3.392186344533934,58.491213133237366,28.52738678300798,12.98140008375465,16.0,4.8,0.2,133.16,0.45133991537376583,0.09994170067460648,0.006665777896280496,2.182378392552773,2.1890441704490535,2.7403257864974258,16.470301363351776,3.647073686167364,79.88262495048086,13808,232,263.0,16.0,India,12,Arunachal Pradesh,East Siang,2017,Passighat,28.07305556,95.34027778,2022-01-17
415,44.92,1.88,2.8,3.2,6.0,2.241628823793602,0.15470067887265995,0.12179208351457155,0.08184561870172388,0.20363770221629543,2.5999672048825575,86.21758072886378,5.950101162127847,7.8323181090083756,5.2,26.8,3.6,144.0,0.1466854724964739,0.5580078287665529,0.11998400213304893,2.3600367116821817,2.4800207138152306,3.1847140150782574,4.605922911821312,17.521442306110522,77.87263478206816,16657,280,110.6,13.4,India,18,Assam,Barpeta,2017,Beki Road bridge,26.49444444,90.91527778,2022-04-17
424,80.2,3.76,3.2,4.6,7.8,4.002195718349219,0.3094013577453199,0.13919095258808178,0.11765307688372806,0.25684402947180984,4.5684411055663485,87.60528210537295,6.7725806373717825,5.622137257255261,4.8,22.4,2.2,88.0,0.13540197461212974,0.46639460314816356,0.07332355685908545,1.442244657139111,1.5155682139981965,2.1173647917584897,6.394834519737019,22.02712564993672,71.57803983032626,16768,281,335.6,13.6,India,18,Assam,Bongaigaon,2017,Manas N H Crossing,26.46416667,90.74888889,2022-04-17
463,24.08,14.44,7.52,2.62,10.14,1.201656769299865,1.1882328738942605,0.3270987385819922,0.06701110031203643,0.3941098388940286,2.7839994820881544,43.16296669705397,42.680786456289844,14.156246846656176,18.0,4.0,0.0,60.0,0.5077574047954866,0.08328475056217206,0.0,0.9833486298675758,0.9833486298675758,1.5743907852252343,32.25104018395574,5.289966845827114,62.45899297021715,16928,282,94.0,13.9,India,18,Assam,Cachar,2017,AP Ghat,24.83277778,92.79166667,2022-04-17
464,24.08,22.7,7.92,3.82,11.74,1.201656769299865,1.8679284097922237,0.3444976076555024,0.09770320732518287,0.4422008149806853,3.511785994072774,34.217824529399934,53.190268796131974,12.591906674468094,20.0,4.2,0.0,82.96,0.5641748942172072,0.08744898809028068,0.0,1.3596433722302346,1.3596433722302346,2.0112672545377226,28.050717424267884,4.347954648641674,67.60132792709044,16929,282,72.0,14.32,India,18,Assam,Cachar,2017,B.P.GHAT,24.87555556,92.58333333,2022-04-17
465,68.8,2.06,7.56,3.94,11.5,3.4333050551424718,0.1695124459987657,0.3288386254893432,0.10077241802649752,0.4296110435158407,4.032428544657078,85.14236562707508,4.203730930914269,10.653903442010657,18.0,3.96,0.0,122.0,0.5077574047954866,0.08245190305655034,0.0,1.999475547397404,1.999475547397404,2.589684855249441,19.606918724733358,3.1838585644664663,77.20922271080016,16931,282,102.0,14.26,India,18,Assam,Cachar,2017,DHOLAI,24.58611111,92.84222222,2022-04-17
466,44.72,4.12,8.4,4.1,12.5,2.2316482858426068,0.3390248919975314,0.3653762505437147,0.10486469896158371,0.4702409495052984,3.0409141273454368,73.38741550688648,11.148782168784322,15.46380232432919,22.0,4.2,0.0,122.0,0.620592383638928,0.08744898809028068,0.0,1.999475547397404,1.999475547397404,2.7075169191266126,22.921089772510744,3.22985933984449,73.84905088764476,16932,282,152.0,14.52,India,18,Assam,Cachar,2017,Fulertal,24.78861111,93.01888889,2022-04-17
467,37.84,2.06,8.5,2.1,10.6,1.8883177803283597,0.1695124459987657,0.3697259678120922,0.0537111872730063,0.4234371550850985,2.481267381412224,76.10295425935176,6.8316880022130855,17.065357738435164,18.0,3.8,0.0,58.56,0.5077574047954866,0.07912051303406346,0.0,0.959748262750754,0.959748262750754,1.5466261805803039,32.83000192101836,5.115684321623015,62.05431375735864,16933,282,40.0,13.08,India,18,Assam,Cachar,2017,GUMRA,25.01194444,92.51,2022-04-17
533,18.0,35.08,7.2,3.6,10.8,0.8982484155896002,2.8866488376877184,0.31317964332318404,0.09207632103943936,0.4052559643626234,4.190153217639942,21.437125778792613,68.89124783159103,9.671626389616353,27.52,4.6,0.0,131.76,0.7763046544428772,0.09577746314649788,0.0,2.159433591189196,2.159433591189196,3.0315157087785716,25.607805765112076,3.1593919460535336,71.23280228883439,17090,282,80.0,14.68,India,18,Assam,Cachar,2017,AP Ghat,24.83277778,92.79166667,2022-12-17
534,16.0,12.38,8.2,3.2,11.399999999999999,0.7984430360796446,1.0187204278954949,0.35667681600695955,0.08184561870172388,0.43852243470868346,2.255685898683823,35.3969068364319,45.16233525642515,19.44075790714293,41.28,4.2,0.0,175.68,1.1644569816643158,0.08744898809028068,0.0,2.879244788252262,2.879244788252262,4.131150758006859,28.18723038386832,2.1168190950376227,69.69595052109405,17091,282,78.0,15.0,India,18,Assam,Cachar,2017,B.P.GHAT,24.87555556,92.58333333,2022-12-17
535,8.0,8.26,6.42,3.6,10.02,0.3992215180398223,0.6796955358979634,0.2792518486298391,0.09207632103943936,0.37132816966927845,1.4502452236070642,27.52786298077746,46.86762795931973,25.604509059902806,30.96,4.2,0.0,161.04,0.8733427362482369,0.08744898809028068,0.0,2.639307722564573,2.639307722564573,3.6000994469030907,24.258850321468522,2.429071457053966,73.31207822147752,17093,282,60.0,14.38,India,18,Assam,Cachar,2017,DHOLAI,24.58611111,92.84222222,2022-12-17
536,20.0,16.52,8.5,4.0,12.5,0.9980537950995558,1.3593910717959268,0.3697259678120922,0.10230702337715485,0.4720329911892471,2.8294778580847297,35.273426588152816,48.04388441887638,16.682688992970796,27.52,4.4,0.0,156.16,0.7763046544428772,0.09161322561838928,0.0,2.559328700668677,2.559328700668677,3.4272465807299435,22.650971739463753,2.673085331341326,74.67594292919493,17094,282,98.0,16.6,India,18,Assam,Cachar,2017,Fulertal,24.78861111,93.01888889,2022-12-17
537,20.0,12.38,8.2,3.9,12.1,0.9980537950995558,1.0187204278954949,0.35667681600695955,0.09974934779272597,0.45642616379968554,2.473200386794736,40.35474846391367,41.19037152568761,18.454880010398718,24.08,4.2,0.0,48.8,0.6792665726375176,0.08744898809028068,0.0,0.7997902189589615,0.7997902189589615,1.5665057796867599,43.361893805035585,5.582423584020678,51.05568261094373,17095,282,58.0,14.38,India,18,Assam,Cachar,2017,GUMRA,25.01194444,92.51,2022-12-17
574,58.48,14.44,7.6,4.0,11.6,2.918309296871101,1.1882328738942605,0.3305785123966942,0.10230702337715485,0.4328855357738491,4.53942770653921,64.2880443423996,26.17582987790659,9.53612577969381,14.0,4.9,0.0,195.2,0.3949224259520451,0.10202381943866079,0.0,3.199160875835846,3.199160875835846,3.696107121226552,10.684820893962353,2.7603047231164726,86.55487438292117,17171,282,180.0,15.14,India,18,Assam,Cachar,2017,AP Ghat,24.83277778,92.79166667,2022-02-17
575,41.28,12.38,7.52,3.6,11.12,2.059983033085483,1.0187204278954949,0.3270987385819922,0.09207632103943936,0.41917505962143153,3.4978785206024092,58.8923549217687,29.123951043332674,11.983694034898635,14.0,4.76,0.0,214.72,0.3949224259520451,0.09910885316898475,0.0,3.519076963419431,3.519076963419431,4.0131082425404605,9.840811712121754,2.4696282078413323,87.68956008003693,17172,282,198.0,15.18,India,18,Assam,Cachar,2017,B.P.GHAT,24.87555556,92.58333333,2022-02-17
576,34.4,14.44,7.8,3.2,11.0,1.7166525275712359,1.1882328738942605,0.3392779469334493,0.08184561870172388,0.42112356563517317,3.3260089671006696,51.612985549695225,35.72548618021497,12.661528270089804,14.0,4.66,0.0,136.64,0.3949224259520451,0.09702673440493047,0.0,2.239412613085092,2.239412613085092,2.731361773442068,14.458810612054624,3.5523208733589757,81.98886851458639,17174,282,138.0,15.68,India,18,Assam,Cachar,2017,DHOLAI,24.58611111,92.84222222,2022-02-17
577,37.84,20.64,8.5,3.4,11.9,1.8883177803283597,1.6984159637934582,0.3697259678120922,0.08696096987058162,0.4566869376826738,4.043420681804492,46.70099722311466,42.00443380616759,11.294568970717739,18.0,4.46,0.0,175.68,0.5077574047954866,0.09286249687682185,0.0,2.879244788252262,2.879244788252262,3.4798646899245704,14.591297364682669,2.668566313675683,82.74013632164166,17175,282,178.0,15.54,India,18,Assam,Cachar,2017,Fulertal,24.78861111,93.01888889,2022-02-17
578,20.64,14.44,7.52,4.2,11.719999999999999,1.0299915165427416,1.1882328738942605,0.3270987385819922,0.1074223745460126,0.4345211131280048,2.652745503565007,38.8273777171064,44.79256952080033,16.380052762093264,20.0,4.24,0.0,87.84,0.5641748942172072,0.0882818355959024,0.0,1.439622394126131,1.439622394126131,2.0920791239392407,26.967187223536023,4.219813418417646,68.81299935804634,17176,282,106.0,14.36,India,18,Assam,Cachar,2017,GUMRA,25.01194444,92.51,2022-02-17
617,34.4,43.34,7.6,2.62,10.219999999999999,1.7166525275712359,3.5663443735856823,0.3305785123966942,0.06701110031203643,0.39758961270873067,5.6805865138656495,30.219635303169614,62.78127029454883,6.999094402281538,18.0,2.36,4.8,97.6,0.5077574047954866,0.049138002831681515,0.1599786695107319,1.599580437917923,1.759559107428655,2.316454515055823,21.919593132319733,2.1212591273564185,75.95914774032384,17261,282,174.0,15.68,India,18,Assam,Cachar,2017,AP Ghat,24.83277778,92.79166667,2022-01-17
618,41.28,37.16,7.8,3.82,11.62,2.059983033085483,3.0578070355893847,0.3392779469334493,0.09770320732518287,0.43698115425863215,5.5547712229335,37.084930241242176,55.04829835232247,7.866771406435356,24.0,2.44,0.0,180.56,0.6770098730606487,0.05080369784292496,0.0,2.959223810148158,2.959223810148158,3.6870373810517316,18.361893387355106,1.3779002649664795,80.26020634767842,17262,282,188.0,15.04,India,18,Assam,Cachar,2017,B.P.GHAT,24.87555556,92.58333333,2022-01-17
619,34.4,30.96,7.7,4.3,12.0,1.7166525275712359,2.5476239456901872,0.3349282296650718,0.10998005013044146,0.4449082797955133,4.709184753056936,36.45328475288387,54.09904429925825,9.447670947857885,20.0,2.48,0.0,165.92,0.5641748942172072,0.051636545348546684,0.0,2.719286744460469,2.719286744460469,3.335098184026223,16.916290408461666,1.5482766173381322,81.53543297420019,17264,282,142.0,15.12,India,18,Assam,Cachar,2017,DHOLAI,24.58611111,92.84222222,2022-01-17
620,30.96,39.22,7.6,4.1,11.7,1.5449872748141125,3.2273194815881507,0.3305785123966942,0.10486469896158371,0.4354432113582779,5.207749967760541,29.667078572869627,61.97147523532081,8.361446191809572,16.0,2.4,14.4,131.76,0.45133991537376583,0.04997085033730324,0.4799360085321957,2.159433591189196,2.639369599721392,3.140680365432461,14.370768841725727,1.591083603645302,84.03814755462898,17265,282,168.0,15.68,India,18,Assam,Cachar,2017,Fulertal,24.78861111,93.01888889,2022-01-17
621,27.52,14.44,7.6,3.7,11.3,1.3733220220569888,1.1882328738942605,0.3305785123966942,0.09463399662386823,0.42521250902056246,2.9867674049718116,45.98021324897745,39.78324096869119,14.236545782331367,16.0,2.4,0.0,141.52,0.45133991537376583,0.04997085033730324,0.0,2.3193916349809887,2.3193916349809887,2.8207024006920576,16.000976042812237,1.7715747086627402,82.22744924852503,17266,282,94.0,14.26,India,18,Assam,Cachar,2017,GUMRA,25.01194444,92.51,2022-01-17
702,20.64,4.12,8.0,3.4,11.4,1.0299915165427416,0.3390248919975314,0.34797738147020446,0.08696096987058162,0.43493835134078607,1.803954759881059,57.09630526491986,18.79342539720256,24.11026933787758,10.0,3.8,0.0,107.36,0.2820874471086036,0.07912051303406346,0.0,1.7595384817097155,1.7595384817097155,2.1207464418523827,13.301328322032317,3.730786079497322,82.96788559847036,17432,282,96.0,14.48,India,18,Assam,Cachar,2017,AP Ghat,24.83277778,92.79166667,2022-06-17
703,27.52,8.26,7.7,3.7,11.4,1.3733220220569888,0.6796955358979634,0.3349282296650718,0.09463399662386823,0.42956222628894003,2.4825797842438924,55.31834387651936,27.378597868707573,17.30305825477306,10.0,3.7,0.0,97.6,0.2820874471086036,0.07703839427000916,0.0,1.599580437917923,1.599580437917923,1.958706279296536,14.401722713112175,3.933126425554591,81.66515086133323,17433,282,102.0,14.56,India,18,Assam,Cachar,2017,B.P.GHAT,24.87555556,92.58333333,2022-06-17
704,27.52,4.12,7.6,3.82,11.42,1.3733220220569888,0.3390248919975314,0.3305785123966942,0.09770320732518287,0.4282817197218771,2.140628633776397,64.15508044635646,15.837632303340703,20.007287250302845,16.0,2.24,0.0,107.36,0.45133991537376583,0.04663946031481636,0.0,1.7595384817097155,1.7595384817097155,2.2575178573982977,19.992750617437757,2.065961966235188,77.94128741632706,17435,282,86.0,14.44,India,18,Assam,Cachar,2017,DHOLAI,24.58611111,92.84222222,2022-06-17
705,17.2,10.32,7.52,2.62,10.14,0.8583262637856179,0.8492079818967291,0.3270987385819922,0.06701110031203643,0.3941098388940286,2.1016440845763755,40.840705145306714,40.40684091701961,18.752453937673685,14.0,4.42,0.0,112.24,0.3949224259520451,0.09202964937120013,0.0,1.8395175036056115,1.8395175036056115,2.3264695789288568,16.975181172748176,3.9557641417160516,79.06905468553578,17436,282,108.0,14.64,India,18,Assam,Cachar,2017,Fulertal,24.78861111,93.01888889,2022-06-17
706,20.64,2.06,7.8,2.1,9.9,1.0299915165427416,0.1695124459987657,0.3392779469334493,0.0537111872730063,0.3929891342064556,1.592493096747963,64.67792661997039,10.644469752800047,24.67760362722956,14.0,3.8,0.0,43.92,0.3949224259520451,0.07912051303406346,0.0,0.7198111970630655,0.7198111970630655,1.1938541360491741,33.079621205565644,6.627318249773567,60.29306054466079,17437,282,42.0,13.92,India,18,Assam,Cachar,2017,GUMRA,25.01194444,92.51,2022-06-17
739,34.4,20.64,8.2,4.2,12.399999999999999,1.7166525275712359,1.6984159637934582,0.35667681600695955,0.1074223745460126,0.46409919055297216,3.879167681917666,44.253114800198816,43.782999423057845,11.963885776743345,20.0,4.4,0.0,170.8,0.5641748942172072,0.09161322561838928,0.0,2.7992657663563656,2.7992657663563656,3.455053886191962,16.328975257720824,2.65157154232874,81.01945319995043,17513,282,188.0,15.2,India,18,Assam,Cachar,2017,AP Ghat,24.83277778,92.79166667,2022-03-17
740,34.4,20.64,7.8,3.2,11.0,1.7166525275712359,1.6984159637934582,0.3392779469334493,0.08184561870172388,0.42112356563517317,3.836192056999867,44.748868202228685,44.273486273826485,10.977645523944833,18.0,4.2,0.0,180.56,0.5077574047954866,0.08744898809028068,0.0,2.959223810148158,2.959223810148158,3.554430203033925,14.285198352244597,2.460281482405748,83.25452016534966,17514,282,194.0,15.34,India,18,Assam,Cachar,2017,B.P.GHAT,24.87555556,92.58333333,2022-03-17
741,34.4,30.96,8.0,2.9,10.9,1.7166525275712359,2.5476239456901872,0.34797738147020446,0.07417259194843726,0.4221499734186417,4.686426446680065,36.630309834209356,54.36176102785017,9.007929137940467,10.0,4.0,0.0,161.04,0.2820874471086036,0.08328475056217206,0.0,2.639307722564573,2.639307722564573,3.0046799202353487,9.388269452890958,2.7718343641624426,87.8398961829466,17516,282,152.0,15.6,India,18,Assam,Cachar,2017,DHOLAI,24.58611111,92.84222222,2022-03-17
742,24.08,22.7,7.7,2.7,10.4,1.201656769299865,1.8679284097922237,0.3349282296650718,0.06905724077957952,0.40398547044465133,3.47357064953674,34.594280368534505,53.77545466194401,11.630264969521484,18.0,4.4,0.0,170.8,0.5077574047954866,0.09161322561838928,0.0,2.7992657663563656,2.7992657663563656,3.3986363967702413,14.940033163830458,2.6955877276383626,82.36437910853118,17517,282,184.0,16.08,India,18,Assam,Cachar,2017,Fulertal,24.78861111,93.01888889,2022-03-17
743,13.76,16.52,7.7,3.08,10.780000000000001,0.6866610110284944,1.3593910717959268,0.3349282296650718,0.07877640800040923,0.41370463766548105,2.459756720489902,27.915809937973634,55.26526507569338,16.81892498633299,18.0,3.96,0.0,92.72,0.5077574047954866,0.08245190305655034,0.0,1.519601416022027,1.519601416022027,2.109810723874064,24.06649084914761,3.908023697270388,72.025485453582,17518,282,108.0,14.56,India,18,Assam,Cachar,2017,GUMRA,25.01194444,92.51,2022-03-17
