,Amount of Calcium (Ca),Amount of Magnesium (Mg),Amount of Sodium (Na),Amount of Potassium (K),Total Amount (N+K) (mg/L),Ca Weight (%) (meq/L),Mg Weight (%) (meq/L),Na Weight (%) (meq/L),K Weight (%) (meq/L),Total Amount (Na+K %) (meq/L),Total Weight Amount (Ca + Mg+ Na+K %) (meq/L),Ca Relative Conc (meq%),Mg Relative Conc (meq%),Na+K Relative Conc (meq%),Amount of Chloride (Cl),Amount of Sulfate (SO4),Amount of Carbonate (CO3),Amount of Hydrogencarbonate (HCO3),Cl Weight (%) (meq/L),SO4 Weight (%) (meq/L),CO3 Weight (%) (meq/L),HCO3 Weight (%) (meq/L),Total Amount (CO3+HCO3 %) (meq/L),Total Weight Amount (Cl + SO4+ CO3+HCO3 %) (meq/L),Cl Relative Conc (meq%),SO4 Relative Conc (meq%),CO3 + HCO3 Relative Conc (meq%),ROWID,District LGD Code,Amount of Total Dissolved Solids (TDS),"Amount of Potential of Hydrogen (H+, pH)",Country,State LGD Code,State,District,Year,Surface Water Station,Surface Water Station Latitude,Surface Water Station Longitude,Month
97,32.19,25.71,211.5,5.6,217.1,1.6063675832127349,2.11561407117877,9.19965202261853,0.14322983272801676,9.342881855346546,13.06486350973805,12.29532617784648,16.193158616635163,71.51151520551836,269.13,148.33,0.0,209.14,7.59181946403385,3.088406762721746,0.0,3.4276255408417464,3.4276255408417464,14.107851767597342,53.81272492152634,21.891403550292065,24.295871528181596,38237,504,672.0,7.44,India,28,Andhra Pradesh,Y.S.R.,2013,Alladupalli,14.25,78.66666667,2022-05-13
98,19.63,25.71,191.0,5.6,196.6,0.979589799890214,2.11561407117877,8.307959982601131,0.14322983272801676,8.451189815329148,11.546393686398131,8.48394595313504,18.322725940576607,73.19332810628835,257.56,129.29,0.0,156.86,7.265444287729196,2.6919713500458067,0.0,2.5708011013504657,2.5708011013504657,12.528216739125467,57.99264523449137,21.48726675232887,20.520088013179766,38238,504,657.0,8.2,India,28,Andhra Pradesh,Y.S.R.,2013,Chennur,14.57388889,78.77166667,2022-05-13
108,19.39,13.72,79.6,3.6,83.19999999999999,0.9676131543490194,1.1289858053898376,3.462374945628534,0.09207632103943936,3.5544512666679737,5.651050226406831,17.122713753763033,19.97833606422736,62.89895018200961,120.3,50.0,0.0,100.2,3.3935119887165017,1.0410593820271508,0.0,1.6421922118788514,1.6421922118788514,6.076763582622505,55.844068023656575,17.13180655907414,27.02412541726928,38282,504,322.0,7.67,India,28,Andhra Pradesh,Y.S.R.,2013,Alladupalli,14.25,78.66666667,2022-11-13
109,8.08,11.76,68.4,3.7,72.10000000000001,0.4032137332202205,0.967702118905575,2.9752066115702482,0.09463399662386823,3.0698406081941165,4.440756460319912,9.079843419091102,21.79138008473137,69.12877649617752,116.01,27.95,0.0,58.9,3.272496473906911,0.5819521945531773,0.0,0.9653205716533368,0.9653205716533368,4.819769240113425,67.89736833603881,12.074275044327267,20.028356619633925,38283,504,284.0,7.67,India,28,Andhra Pradesh,Y.S.R.,2013,Chennur,14.57388889,78.77166667,2022-11-13
110,6.46,8.82,55.0,3.5,58.5,0.3223713758171565,0.7257765891791813,2.3923444976076556,0.0895186454550105,2.481863143062666,3.5300111080590035,9.132304855392203,20.56017862159798,70.30751652300981,73.04,13.34,11.59,58.9,2.0603667136812414,0.2777546431248438,0.38628182908945474,0.9653205716533368,1.3516024007427916,3.689723757548877,55.84067667575106,7.527789649742213,36.63153367450672,38284,504,236.0,8.41,India,28,Andhra Pradesh,Y.S.R.,2013,Kamalapuram,14.59277778,78.17583333,2022-11-13
111,8.08,13.72,123.0,4.2,127.2,0.4032137332202205,1.1289858053898376,5.350152240104394,0.1074223745460126,5.457574614650406,6.9897741532604645,5.76862319696176,16.15196400677994,78.0794127962583,176.16,16.06,0.0,135.6,4.969252468265162,0.3343882735071208,0.0,2.222367903500721,2.222367903500721,7.526008645273004,66.02772734504218,4.443102436736451,29.529170218221367,38285,504,358.0,7.77,India,28,Andhra Pradesh,Y.S.R.,2013,Nandipalli,14.71527778,79.01777778,2022-11-13
124,41.75,11.14,67.7,2.6,70.3,2.0834372972703226,0.9166838099156552,2.944758590691605,0.06649956519515066,3.0112581558867557,6.011379263072733,34.658224112869696,15.249142830610388,50.09263305651992,90.75,55.65,0.0,159.2,2.559943582510578,1.1586990921962188,0.0,2.609151697915301,2.609151697915301,6.3277943726220975,40.45554314448739,18.311263355987965,41.233193499524646,38327,504,318.0,7.65,India,28,Andhra Pradesh,Y.S.R.,2013,Alladupalli,14.25,78.66666667,2022-10-13
125,33.4,11.14,50.3,2.4,52.699999999999996,1.6667498378162582,0.9166838099156552,2.1879077859939104,0.061384214026292905,2.2492920000202035,4.832725647752117,34.4888156146734,18.968256771249564,46.54292761407704,65.23,40.89,0.0,143.8,1.8400564174894216,0.851378362621804,0.0,2.356758882915957,2.356758882915957,5.048193663027183,36.44979848863444,16.865009931320053,46.685191580045505,38328,504,275.0,7.4,India,28,Andhra Pradesh,Y.S.R.,2013,Chennur,14.57388889,78.77166667,2022-10-13
126,11.69,8.1,21.7,2.3,24.0,0.5833624432356903,0.6665295206747582,0.9438886472379295,0.05882653844186403,1.0027151856797936,2.252607149590242,25.897211741594898,29.589248209391613,44.513540049013486,25.52,23.14,0.0,66.8,0.7198871650211565,0.4818022820021654,0.0,1.0947948079192342,1.0947948079192342,2.2964842549425564,31.3473590542498,20.979995006071448,47.672645939678745,38329,504,100.0,7.54,India,28,Andhra Pradesh,Y.S.R.,2013,Kamalapuram,14.59277778,78.17583333,2022-10-13
127,30.06,23.29,222.5,3.7,226.2,1.5000748540346323,1.9164780909277925,9.678120922140062,0.09463399662386823,9.77275491876393,13.189307863726356,11.373416024052215,14.530543306207523,74.09604066974025,201.36,32.39,0.0,395.5,5.680112834978844,0.6743982676771884,0.0,6.481906385210436,6.481906385210436,12.836417487866468,44.24998517185912,5.253788826319014,50.49622600182187,38330,504,620.0,7.89,India,28,Andhra Pradesh,Y.S.R.,2013,Nandipalli,14.71527778,79.01777778,2022-10-13
139,40.08,9.11,62.0,2.7,64.7,2.00009980537951,0.7496399917712404,2.6968247063940844,0.06905724077957952,2.7658819471736638,5.515621744324414,36.262454136519,13.59121467208337,50.146331191397636,82.24,54.25,0.0,143.8,2.3198871650211563,1.1295494294994586,0.0,2.356758882915957,2.356758882915957,5.806195477436572,39.955374806729445,19.454209454176926,40.590415739093636,38372,504,277.0,7.23,India,28,Andhra Pradesh,Y.S.R.,2013,Alladupalli,14.25,78.66666667,2022-09-13
140,31.73,7.09,44.1,2.5,46.6,1.5834123459254452,0.5834190495782761,1.9182253153545021,0.06394188961072178,1.982167204965224,4.148998600468945,38.16372330775137,14.061683450853284,47.77459324139534,62.39,29.92,0.0,118.1,1.7599435825105783,0.6229699342050471,0.0,1.9355578864560115,1.9355578864560115,4.318471403171637,40.75385520019917,14.425704746997193,44.82044005280363,38373,504,221.0,7.7,India,28,Andhra Pradesh,Y.S.R.,2013,Chennur,14.57388889,78.77166667,2022-09-13
141,15.03,5.06,20.5,2.2,22.7,0.7500374270173161,0.4163752314338613,0.8916920400173989,0.05626886285743517,0.947960902874834,2.1143735613260115,35.47326928108846,19.692604894885985,44.834125824025556,25.52,22.18,0.0,66.8,0.7198871650211565,0.4618139418672441,0.0,1.0947948079192342,1.0947948079192342,2.2764959148076347,31.62259858840939,20.28617485598553,48.09122655560509,38374,504,94.0,8.0,India,28,Andhra Pradesh,Y.S.R.,2013,Kamalapuram,14.59277778,78.17583333,2022-09-13
142,30.06,18.23,186.5,4.3,190.8,1.5000748540346323,1.5001028594939314,8.112222705524141,0.10998005013044146,8.222202755654584,11.222380469183147,13.36681516148792,13.367064711566677,73.2661201269454,173.0,33.35,0.0,328.8,4.880112834978843,0.6943866078121097,0.0,5.388750491674315,5.388750491674315,10.963249934465267,44.513377549089604,6.333766100042655,49.15285635086775,38375,504,509.0,7.83,India,28,Andhra Pradesh,Y.S.R.,2013,Nandipalli,14.71527778,79.01777778,2022-09-13
153,27.2,14.6,27.8,4.4,32.2,1.3573531613353957,1.2013988891174656,1.2092214006089606,0.11253772571487033,1.3217591263238309,3.880511176776692,34.97872057317118,30.959810045319742,34.06146938150908,19.0,10.2,0.0,164.0,0.5359661495063469,0.21237611393353875,0.0,2.687819588304707,2.687819588304707,3.4361618517445924,15.597814440382912,6.180620212220567,78.22156534739652,38409,505,412.0,16.4,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-04-13
157,36.0,18.4,24.6,3.8,28.400000000000002,1.7964968311792004,1.5140917506685867,1.0700304480208789,0.0971916722082971,1.167222120229176,4.477810702076963,40.11998163178098,33.8132147919138,26.066803576305226,8.8,19.0,0.0,212.0,0.24823695345557123,0.39560256517031733,0.0,3.4744984921987676,3.4744984921987676,4.118338010824656,6.027600279605613,9.605878976677337,84.36652074371705,38418,505,208.0,15.2,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-08-13
160,46.4,25.2,45.4,5.0,50.4,2.3154848046309695,2.0736473976548035,1.9747716398434103,0.12788377922144356,2.102655419064854,6.4917876213506265,35.6679075115712,31.94262533843302,32.38946714999579,20.2,30.0,0.0,254.0,0.5698166431593793,0.6246356292162906,0.0,4.162842533106071,4.162842533106071,5.35729480548174,10.636275654950447,11.659534371286515,77.70418997376304,38427,505,364.0,15.6,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-12-13
163,32.0,16.6,36.6,4.2,40.800000000000004,1.5968860721592892,1.3659740794075295,1.5919965202261854,0.1074223745460126,1.699418894772198,4.662279046339017,34.2511903789461,29.298419631920996,36.4503899891329,25.0,9.8,0.0,240.0,0.7052186177715091,0.20404763887732158,0.0,3.933394519470303,3.933394519470303,4.842660776119134,14.56262683624652,4.213543923694849,81.22382924005862,38436,505,392.0,16.2,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-02-13
167,36.8,20.4,37.4,4.0,41.4,1.8364189829831825,1.6786669409586503,1.6267942583732058,0.10230702337715485,1.7291012817503606,5.244187205692193,35.01818129203854,32.010049891746355,32.971768816215096,22.6,29.0,0.0,244.0,0.6375176304654443,0.6038144415757475,0.0,3.998951094794808,3.998951094794808,5.240283166836,12.165709565087631,11.522553693225724,76.31173674168663,38446,505,284.0,16.4,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-01-13
171,32.0,17.4,24.0,5.0,29.0,1.5968860721592892,1.4318041555235548,1.0439321444106133,0.12788377922144356,1.1718159236320569,4.200506151314901,38.01651550157616,34.086467295741286,27.89701720268256,15.2,13.8,0.0,180.0,0.4287729196050775,0.28733238943949363,0.0,2.9500458896027273,2.9500458896027273,3.6661511986472983,11.695451070410902,7.837439698218415,80.46710923137069,38456,505,264.0,15.8,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-07-13
174,28.8,15.6,15.6,3.4,19.0,1.4371974649433603,1.2836864842624973,0.6785558938668986,0.08696096987058162,0.7655168637374803,3.486400812943338,41.222955765950196,36.81981943948566,21.957224794564137,11.4,14.2,0.0,186.0,0.3215796897038082,0.29566086449571083,0.0,3.048380752589485,3.048380752589485,3.6656213067890038,8.77285629882767,8.065777660887251,83.16136604028509,38465,505,152.0,15.8,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-06-13
177,32.0,17.4,41.2,5.4,46.6,1.5968860721592892,1.4318041555235548,1.792083514571553,0.13811448155915904,1.930197996130712,4.958888223813556,32.20250185295019,28.873491212158193,38.92400693489161,26.8,10.6,0.0,190.0,0.7559943582510578,0.22070458898975598,0.0,3.1139373279139897,3.1139373279139897,4.090636275154804,18.48109456327667,5.3953608716141295,76.1235445651092,38474,505,432.0,16.4,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-03-13
181,28.0,16.0,28.4,4.2,32.6,1.397275313139378,1.3166015223205103,1.2353197042192259,0.1074223745460126,1.3427420787652384,4.056618914225127,34.44433264952811,32.45563732160432,33.100030028867565,16.4,5.2,0.0,170.0,0.46262341325810996,0.10827017573082369,0.0,2.7861544512914644,2.7861544512914644,3.357048040280398,13.780661095915365,3.2251601535550383,82.9941787505296,38484,505,264.0,16.4,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-05-13
185,40.0,22.0,40.6,5.2,45.800000000000004,1.9961075901991117,1.8103270931907016,1.7659852109612877,0.1329991303903013,1.898984341351589,5.705419024741403,34.98616984209298,31.72995857692949,33.28387158097753,19.6,28.0,0.0,234.0,0.5528913963328632,0.5829932539352045,0.0,3.8350596564835455,3.8350596564835455,4.970944306751614,11.122462096023035,11.728018218658656,77.1495196853183,38493,505,320.0,15.8,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-11-13
188,54.4,28.0,28.4,4.2,32.6,2.7147063226707915,2.304052664060893,1.2353197042192259,0.1074223745460126,1.3427420787652384,6.361501065496923,42.673989907737834,36.21869493282736,21.107315159434798,19.4,39.0,0.0,248.0,0.547249647390691,0.8120263179811776,0.0,4.064507670119313,4.064507670119313,5.423783635491182,10.089813388013804,14.971583908096658,74.93860270388954,38502,505,500.0,16.0,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-10-13
191,48.0,27.2,35.6,4.4,40.0,2.395329108238934,2.2382225879448674,1.5484993475424098,0.11253772571487033,1.6610370732572801,6.294588769441081,38.053782319629185,35.55788423877621,26.38833344159462,46.2,36.0,0.0,240.0,1.303244005641749,0.7495627550595486,0.0,3.933394519470303,3.933394519470303,5.986201280171601,21.770801626042047,12.52150938429624,65.7076889896617,38511,505,396.0,16.0,India,28,Andhra Pradesh,East Godavari,2013,Polavaram,17.24583333,81.65972222,2022-09-13
195,20.0,9.2,84.8,4.4,89.2,0.9980537950995558,0.7570458753342934,3.6885602435841673,0.11253772571487033,3.801097969299038,5.556197639732887,17.96289224779155,13.625251015561213,68.41185673664724,92.6,91.0,0.0,88.0,2.6121297602256695,1.8947280752894147,0.0,1.442244657139111,1.442244657139111,5.949102492654195,43.907963654199314,31.84897348178113,24.243062864019556,38541,506,476.0,8.2,India,28,Andhra Pradesh,Guntur,2013,Wadenepally,16.79416667,80.07305556,2022-08-13
198,40.0,22.8,63.5,3.4,66.9,1.9961075901991117,1.8761571693067272,2.762070465419748,0.08696096987058162,2.8490314352903297,6.721296194796169,29.69825361579153,27.91362134522958,42.38812503897888,55.3,19.0,5.0,232.0,1.559943582510578,0.39560256517031733,0.1666444474070124,3.802281368821293,3.9689258162283054,5.924471963909201,26.330508305440027,6.677431635768651,66.99206005879132,38558,506,650.0,8.4,India,28,Andhra Pradesh,Guntur,2013,Vijayawada,16.50111111,80.625,2022-12-13
199,44.1,25.3,65.3,3.8,69.1,2.2007086181945206,2.0818761571693067,2.840365376250544,0.0971916722082971,2.937557048458841,7.220141823822669,30.480130056910244,28.834283425018203,40.68558651807155,62.0,67.2,0.0,250.0,1.7489421720733427,1.3991838094444908,0.0,4.0972859577815655,4.0972859577815655,7.245411939299399,24.138616088714176,19.311307916879965,56.55007599440586,38559,506,448.0,8.1,India,28,Andhra Pradesh,Guntur,2013,Wadenepally,16.79416667,80.07305556,2022-12-13
