,Amount of Calcium (Ca),Amount of Magnesium (Mg),Amount of Sodium (Na),Amount of Potassium (K),Total Amount (N+K) (mg/L),Ca Weight (%) (meq/L),Mg Weight (%) (meq/L),Na Weight (%) (meq/L),K Weight (%) (meq/L),Total Amount (Na+K %) (meq/L),Total Weight Amount (Ca + Mg+ Na+K %) (meq/L),Ca Relative Conc (meq%),Mg Relative Conc (meq%),Na+K Relative Conc (meq%),Amount of Chloride (Cl),Amount of Sulfate (SO4),Amount of Carbonate (CO3),Amount of Hydrogencarbonate (HCO3),Cl Weight (%) (meq/L),SO4 Weight (%) (meq/L),CO3 Weight (%) (meq/L),HCO3 Weight (%) (meq/L),Total Amount (CO3+HCO3 %) (meq/L),Total Weight Amount (Cl + SO4+ CO3+HCO3 %) (meq/L),Cl Relative Conc (meq%),SO4 Relative Conc (meq%),CO3 + HCO3 Relative Conc (meq%),ROWID,District LGD Code,Amount of Total Dissolved Solids (TDS),"Amount of Potential of Hydrogen (H+, pH)",Country,State LGD Code,State,District,Year,Surface Water Station,Surface Water Station Latitude,Surface Water Station Longitude,Month
70,33.85,24.86,201.5,7.0,208.5,1.6892060482059983,2.0456696153054925,8.764680295780774,0.179037290910021,8.943717586690795,12.678593250202287,13.323292378506165,16.134831167273656,70.54187645422017,258.08,164.29,0.0,195.2,7.280112834978842,3.420712917464812,0.0,3.199160875835846,3.199160875835846,13.8999866282795,52.3749628662769,24.609469123555684,23.015568010167424,38102,504,627.0,7.72,India,28,Andhra Pradesh,Y.S.R.,2014,Alladupalli,14.25,78.66666667,2022-07-14
71,32.06,22.7,185.5,5.9,191.4,1.599880233544588,1.8679284097922237,8.068725532840366,0.15090285948130341,8.21962839232167,11.687437035658483,13.688888578935982,15.982361266145487,70.32875015491852,243.9,116.08,0.0,207.4,6.880112834978843,2.416923461314233,0.0,3.3991084305755868,3.3991084305755868,12.696144726868663,54.190567160270014,19.036672260039172,26.772760579690807,38103,504,609.0,7.79,India,28,Andhra Pradesh,Y.S.R.,2014,Chennur,14.57388889,78.77166667,2022-07-14
80,28.5,22.7,174.0,6.0,180.0,1.422226658016867,1.8679284097922237,7.568508046976947,0.15346053506573226,7.721968582042679,11.01212364985177,12.91509887864373,16.962472173270296,70.12242894808598,224.04,140.7,0.0,164.7,6.319887165021155,2.929541101024402,0.0,2.699291988986495,2.699291988986495,11.948720255032052,52.89174932654076,24.517613924308446,22.59063674915079,38147,504,653.0,7.94,India,28,Andhra Pradesh,Y.S.R.,2014,Alladupalli,14.25,78.66666667,2022-06-14
81,30.28,24.86,175.0,6.3,181.3,1.5110534457807274,2.0456696153054925,7.612005219660722,0.1611335618190189,7.773138781479742,11.329861842565961,13.336909723856857,18.05555657898644,68.60753369715671,226.88,155.4,0.0,170.8,6.3999999999999995,3.235612559340385,0.0,2.7992657663563656,2.7992657663563656,12.434878325696749,51.46813529147577,26.020460149207672,22.511404559316567,38148,504,682.0,8.03,India,28,Andhra Pradesh,Y.S.R.,2014,Chennur,14.57388889,78.77166667,2022-06-14
89,25.31,19.44,105.5,3.4,108.9,1.2630370776984878,1.59967084961942,4.588951718138321,0.08696096987058162,4.675912688008903,7.538620615326811,16.754219931569448,21.219675737058854,62.0261043313717,136.13,92.3,0.0,130.5,3.8400564174894214,1.9217956192221204,0.0,2.1387832699619773,2.1387832699619773,7.900635306673519,48.60440038595121,24.324570678497405,27.071028935551386,38192,504,409.0,7.69,India,28,Andhra Pradesh,Y.S.R.,2014,Alladupalli,14.25,78.66666667,2022-03-14
90,25.31,19.44,98.2,3.3,101.5,1.2630370776984878,1.59967084961942,4.27142235754676,0.08440329428615274,4.355825651832912,7.2185335791508205,17.497142097482214,22.16060688890781,60.342251013609975,130.46,80.26,11.16,113.49,3.6801128349788432,1.6711085200299827,0.37195040661245166,1.8600039333945195,2.231954340006971,7.583175695015797,48.529969276561474,22.037053963135182,29.432976760303344,38193,504,384.0,8.68,India,28,Andhra Pradesh,Y.S.R.,2014,Chennur,14.57388889,78.77166667,2022-03-14
91,15.19,26.6,231.5,4.5,236.0,0.7580218573781126,2.1888500308578482,10.069595476294042,0.1150954012992992,10.184690877593342,13.131562765829303,5.772518251602333,16.668617969474518,77.55886377892315,300.62,35.35,0.0,289.4,8.480112834978843,0.7360289830931956,0.0,4.7430182247279395,4.7430182247279395,13.95916004279998,60.74944917156972,5.272731173197154,33.97781965523312,38195,504,635.0,8.23,India,28,Andhra Pradesh,Y.S.R.,2014,Nandipalli,14.71527778,79.01777778,2022-03-14
99,35.44,25.58,161.0,4.7,165.7,1.7685513249164126,2.1049166838099156,7.003044802087865,0.12021075246815695,7.123255554556022,10.99672356328235,16.082529625656313,19.141307605823194,64.77616276852049,212.7,122.0,0.0,187.3,5.999999999999999,2.540184892146248,0.0,3.0696866395699494,3.0696866395699494,11.609871531716196,51.68015842043573,21.87952627388593,26.440315305678336,38242,504,582.0,8.23,India,28,Andhra Pradesh,Y.S.R.,2014,Alladupalli,14.25,78.66666667,2022-05-14
100,40.5,28.65,154.5,4.8,159.3,2.0210589350766006,2.3575396009051635,6.720313179643323,0.12276842805258581,6.843081607695909,11.221680143677673,18.010306025477576,21.008793431288524,60.9809005432339,204.19,138.45,11.16,170.2,5.759943582510577,2.8826934288331807,0.37195040661245166,2.7894322800576896,3.1613826866701413,11.8040196980139,48.79645857825639,24.42128615998677,26.782255261756838,38243,504,615.0,8.54,India,28,Andhra Pradesh,Y.S.R.,2014,Chennur,14.57388889,78.77166667,2022-05-14
112,43.88,19.46,98.5,2.8,101.3,2.1897300264484256,1.6013166015223206,4.284471509351892,0.07161491636400838,4.3560864257159,8.147133053686646,26.877307784454977,19.65497053957786,53.467721675967155,130.68,82.38,0.0,207.4,3.6863187588152324,1.7152494378279337,0.0,3.3991084305755868,3.3991084305755868,8.800676627218753,41.88676524500602,19.489972311026705,38.62326244396728,38287,504,432.0,8.09,India,28,Andhra Pradesh,Y.S.R.,2014,Alladupalli,14.25,78.66666667,2022-11-14
113,42.19,21.5,99.0,3.1,102.1,2.105394480762513,1.7691832956181857,4.306220095693781,0.079287943117295,4.385508038811076,8.260085815191776,25.48877248817822,21.418461444605587,53.092766067216175,130.68,87.29,0.0,195.2,3.6863187588152324,1.8174814691430001,0.0,3.199160875835846,3.199160875835846,8.70296110379408,42.357063473582244,20.883483764516242,36.7594527619015,38288,504,429.0,8.04,India,28,Andhra Pradesh,Y.S.R.,2014,Chennur,14.57388889,78.77166667,2022-11-14
114,30.38,17.41,90.5,5.0,95.5,1.5160437147562251,1.4326270314750051,3.936494127881688,0.12788377922144356,4.064377907103132,7.013048653334362,21.617470371254594,20.428020712416714,57.954508916328685,119.56,63.31,0.0,170.8,3.3726375176304653,1.3181893895227785,0.0,2.7992657663563656,2.7992657663563656,7.49009267350961,45.02798115647558,17.59910653956059,37.372912303963815,38290,504,396.0,8.17,India,28,Andhra Pradesh,Y.S.R.,2014,Nandipalli,14.71527778,79.01777778,2022-11-14
128,30.38,14.34,70.7,2.6,73.3,1.5160437147562251,1.1800041143797573,3.075250108742932,0.06649956519515066,3.1417496739380826,5.837797503074064,25.969446764090527,20.213173097531925,53.81738013837756,93.59,63.11,0.0,146.4,2.6400564174894217,1.3140251519946697,0.0,2.399370656876885,2.399370656876885,6.353452226360977,41.55310095093842,20.68206551617206,37.764833532889504,38332,504,309.0,8.1,India,28,Andhra Pradesh,Y.S.R.,2014,Alladupalli,14.25,78.66666667,2022-10-14
129,30.38,15.36,69.1,2.7,71.8,1.5160437147562251,1.2639374614276897,3.005654632448891,0.06905724077957952,3.07471187322847,5.8546930494123846,25.8945038102106,21.58844965500876,52.51704653478065,90.75,59.96,0.0,152.5,2.559943582510578,1.2484384109269593,0.0,2.4993444342467552,2.4993444342467552,6.307726427684292,40.584251898990345,19.79220920944869,39.623538891560976,38333,504,297.0,7.66,India,28,Andhra Pradesh,Y.S.R.,2014,Chennur,14.57388889,78.77166667,2022-10-14
130,33.75,15.36,91.4,5.0,96.4,1.6842157792305004,1.2639374614276897,3.975641583297086,0.12788377922144356,4.10352536251853,7.05167860317672,23.88389877087954,17.92392326074386,58.1921779683766,119.11,71.76,0.0,170.8,3.359943582510578,1.494128425085367,0.0,2.7992657663563656,2.7992657663563656,7.653337773952311,43.90167638943038,19.52257262407189,36.575750986497724,38335,504,380.0,8.14,India,28,Andhra Pradesh,Y.S.R.,2014,Nandipalli,14.71527778,79.01777778,2022-10-14
143,32.06,12.97,58.0,3.1,61.1,1.599880233544588,1.0672701090310637,2.5228360156589824,0.079287943117295,2.6021239587762772,5.269274301351929,30.362439722185453,20.254593858536378,49.38296641927816,76.57,53.32,0.0,140.3,2.1599435825105777,1.1101857249937537,0.0,2.299396879507015,2.299396879507015,5.569526187011347,38.781460217347885,19.933216717479667,41.28532306517245,38377,504,285.0,7.72,India,28,Andhra Pradesh,Y.S.R.,2014,Alladupalli,14.25,78.66666667,2022-09-14
144,30.28,16.21,64.2,3.2,67.4,1.5110534457807274,1.333881917300967,2.7925184862983907,0.08184561870172388,2.8743641050001147,5.719299468081809,26.420253987635974,23.322470256105273,50.25727575625874,85.08,50.76,0.0,140.3,2.4,1.0568834846339634,0.0,2.299396879507015,2.299396879507015,5.756280364140979,41.6935911417886,18.360528288682204,39.94588056952919,38378,504,265.0,7.67,India,28,Andhra Pradesh,Y.S.R.,2014,Chennur,14.57388889,78.77166667,2022-09-14
154,46.4,24.2,42.6,4.4,47.0,2.3154848046309695,1.9913598025097716,1.8529795563288387,0.11253772571487033,1.965517282043709,6.272361889184451,36.91567619246592,31.748165008519518,31.33615879901456,30.6,39.0,0.0,226.0,0.8631875881523272,0.8120263179811776,0.0,3.7039465058345353,3.7039465058345353,5.379160411968041,16.046883194481982,15.09578179104881,68.8573350144692,38410,505,524.0,16.4,India,28,Andhra Pradesh,East Godavari,2014,Polavaram,17.24583333,81.65972222,2022-04-14
164,41.6,23.4,33.4,4.0,37.4,2.0759518938070762,1.925529726393746,1.4528055676381035,0.10230702337715485,1.5551125910152583,5.556594211216081,37.36014930902695,34.65305640831269,27.986794282660355,21.6,22.8,0.0,248.0,0.6093088857545839,0.4747230782043808,0.0,4.064507670119313,4.064507670119313,5.148539634078277,11.834596391597284,9.220538481673136,78.94486512672958,38437,505,320.0,16.2,India,28,Andhra Pradesh,East Godavari,2014,Polavaram,17.24583333,81.65972222,2022-02-14
168,44.8,23.4,49.0,4.4,53.4,2.235640501023005,1.925529726393746,2.1313614615050023,0.11253772571487033,2.243899187219873,6.405069414636623,34.90423532201233,30.062589516884834,35.03317516110285,22.0,42.4,0.0,274.0,0.620592383638928,0.8828183559590239,0.0,4.490625409728596,4.490625409728596,5.994036149326547,10.353497512834553,14.72827880856561,74.91822367859984,38447,505,320.0,16.0,India,28,Andhra Pradesh,East Godavari,2014,Polavaram,17.24583333,81.65972222,2022-01-14
178,48.0,26.2,39.2,4.2,43.400000000000006,2.395329108238934,2.1559349927998355,1.705089169204002,0.1074223745460126,1.8125115437500146,6.3637756447887845,37.64006215713213,33.87823696401528,28.481700878852592,24.6,33.6,0.0,264.0,0.693935119887165,0.6995919047222454,0.0,4.326733971417333,4.326733971417333,5.720260996026743,12.131179335508781,12.2300696630482,75.63875100144303,38475,505,320.0,16.4,India,28,Andhra Pradesh,East Godavari,2014,Polavaram,17.24583333,81.65972222,2022-03-14
182,27.2,13.6,48.0,4.8,52.8,1.3573531613353957,1.1191112939724337,2.0878642888212267,0.12276842805258581,2.2106327168738122,4.687097172181642,28.95935611046029,23.876426130323548,47.16421775921616,17.4,38.8,10.0,152.0,0.4908321579689703,0.807862080453069,0.3332888948140248,2.491149862331192,2.8244387571452165,4.123132995567255,11.904349398786303,19.593403397891713,68.502247203322,38485,505,284.0,17.0,India,28,Andhra Pradesh,East Godavari,2014,Polavaram,17.24583333,81.65972222,2022-05-14
192,31.2,17.8,42.2,2.3,44.5,1.556963920355307,1.4647191935815675,1.8355806872553286,0.05882653844186403,1.8944072256971927,4.916090339634067,31.670775205306757,29.794391322975464,38.534833471717775,39.8,41.0,5.0,168.0,1.1227080394922424,0.8536686932622637,0.1666444474070124,2.7533761636292122,2.920020611036225,4.896397343790731,22.92926739117654,17.434628632515427,59.63610397630802,38525,506,330.0,8.4,India,28,Andhra Pradesh,Guntur,2014,Wadenepally,16.79416667,80.07305556,2022-04-14
202,35.2,19.9,49.0,2.4,51.4,1.7565746793752184,1.6375231433861344,2.1313614615050023,0.061384214026292905,2.1927456755312953,5.586843498292648,31.441272337627346,29.310345705702428,39.24838195667023,48.7,60.0,0.0,196.0,1.3737658674188997,1.2492712584325811,0.0,3.2122721909007472,3.2122721909007472,5.8353093167522285,23.542297294764484,21.40882668972021,55.0488760155153,38579,506,314.0,8.2,India,28,Andhra Pradesh,Guntur,2014,Wadenepally,16.79416667,80.07305556,2022-02-14
205,30.4,17.0,49.8,2.4,52.199999999999996,1.5170417685513247,1.398889117465542,2.166159199652023,0.061384214026292905,2.227543413678316,5.143474299695182,29.494494968920698,27.197357971603836,43.30814705947548,43.0,38.4,0.0,171.0,1.2129760225669957,0.7995336053968518,0.0,2.8025435951225908,2.8025435951225908,4.815053223086439,25.191331567244454,16.604875758452206,58.20379267430333,38599,506,314.0,8.1,India,28,Andhra Pradesh,Guntur,2014,Wadenepally,16.79416667,80.07305556,2022-01-14
214,36.8,20.4,49.7,2.1,51.800000000000004,1.8364189829831825,1.6786669409586503,2.1618094823836453,0.0537111872730063,2.2155206696566516,5.730606593598484,32.045804453486646,29.29300613365864,38.661189412854725,53.1,72.5,0.0,178.0,1.4978843441466854,1.5095361039393687,0.0,2.9172676019404746,2.9172676019404746,5.924688050026528,25.282079520456413,25.478744048517616,49.239176431025975,38655,506,354.0,8.2,India,28,Andhra Pradesh,Guntur,2014,Wadenepally,16.79416667,80.07305556,2022-03-14
217,39.2,21.9,82.0,2.8,84.8,1.9561854383951296,1.8020983336761982,3.5667681600695955,0.07161491636400838,3.638383076433604,7.396666848504932,26.44685070263139,24.36365420514311,49.1894950922255,64.6,60.0,0.0,240.0,1.8222849083215793,1.2492712584325811,0.0,3.933394519470303,3.933394519470303,7.004950686224463,26.014243210950518,17.834119244969514,56.15163754407997,38675,506,458.0,8.2,India,28,Andhra Pradesh,Guntur,2014,Wadenepally,16.79416667,80.07305556,2022-05-14
231,40.8,24.3,52.2,1.9,54.1,2.0360297420030937,1.9995885620242748,2.270552414093084,0.04859583610414855,2.319148250197233,6.354766554224601,32.039410490217875,31.46596409108,36.49462541870213,69.9,57.0,0.0,253.0,1.9717912552891397,1.1868076955109519,0.0,4.146453389274944,4.146453389274944,7.305052340075036,26.992157803880787,16.246395511777553,56.76144668434166,38747,510,458.0,7.7,India,28,Andhra Pradesh,Krishna,2014,Paleru Bridge,16.94888889,80.04916667,2022-04-14
236,45.7,26.7,91.8,2.4,94.2,2.280552921802485,2.1970787903723514,3.9930404523705962,0.061384214026292905,4.054424666396889,8.532056378571726,26.72922939808623,25.750870515697933,47.51990008621583,85.6,42.0,0.0,282.0,2.414668547249647,0.8744898809028068,0.0,4.621738560377606,4.621738560377606,7.910896988530061,30.52332182748244,11.054244318573758,58.422433853943794,38800,510,584.0,8.2,India,28,Andhra Pradesh,Krishna,2014,Keesara,16.71472222,80.32027778,2022-02-14
237,51.3,29.6,53.5,2.6,56.1,2.5600079844303605,2.435712816292944,2.3270987385819923,0.06649956519515066,2.393598303777143,7.389319104500448,34.64470742468266,32.962615118482006,32.39267745683533,59.5,86.0,0.0,292.0,1.6784203102961917,1.7906221370866995,0.0,4.785629998688869,4.785629998688869,8.25467244607176,20.33297288610064,21.692225206813895,57.974801907085464,38801,510,454.0,7.8,India,28,Andhra Pradesh,Krishna,2014,Paleru Bridge,16.94888889,80.04916667,2022-02-14
238,50.5,29.6,68.8,3.1,71.89999999999999,2.5200858326263784,2.435712816292944,2.9926054806437583,0.079287943117295,3.071893423761053,8.027692072680376,31.392407803018084,30.341383229958407,38.2662089670235,89.0,36.0,0.0,271.0,2.5105782792665723,0.7495627550595486,0.0,4.441457978235217,4.441457978235217,7.7015990125613385,32.598143257936556,9.732560132473903,57.66929660958954,38821,510,454.0,7.8,India,28,Andhra Pradesh,Krishna,2014,Paleru Bridge,16.94888889,80.04916667,2022-01-14
239,55.3,31.6,56.2,2.1,58.300000000000004,2.7596187434502717,2.600288006583008,2.4445411048281867,0.0537111872730063,2.498252292101193,7.8581590421344725,35.117878483415,33.090294974186534,31.791826542398475,74.3,68.5,0.0,307.0,2.095909732016925,1.4262513533771968,0.0,5.031467156155762,5.031467156155762,8.553628241549884,24.503166058069816,16.674226574976394,58.8226073669538,38877,510,494.0,7.8,India,28,Andhra Pradesh,Krishna,2014,Paleru Bridge,16.94888889,80.04916667,2022-03-14
240,45.7,26.2,88.0,4.0,92.0,2.280552921802485,2.1559349927998355,3.8277511961722492,0.10230702337715485,3.9300582195494043,8.366546134151726,27.257997329309028,25.768518552708887,46.973484117982075,66.6,56.5,0.0,346.0,1.8787023977433002,1.1763971016906805,0.0,5.670643765569687,5.670643765569687,8.725743265003668,21.53057155919554,13.481912840695824,64.98751560010862,38897,510,718.0,7.5,India,28,Andhra Pradesh,Krishna,2014,Paleru Bridge,16.94888889,80.04916667,2022-05-14
249,33.75,16.37,90.9,4.3,95.2,1.6842157792305004,1.347047932524172,3.9538929969551986,0.10998005013044146,4.06387304708564,7.0951367588403125,23.737608399612895,18.9855104744217,57.2768811259654,119.11,53.97,0.0,175.9,3.359943582510578,1.1237194969601065,0.0,2.88285039989511,2.88285039989511,7.3665134793657945,45.611042346179836,15.25442802904979,39.13452962477038,38972,515,396.0,7.61,India,28,Andhra Pradesh,Spsr Nellore,2014,Nellore CWC,14.45,79.98333333,2022-04-14
258,25.31,14.34,65.3,3.5,68.8,1.2630370776984878,1.1800041143797573,2.840365376250544,0.0895186454550105,2.929884021705554,5.372925213783799,23.507438265812258,21.962042415043364,54.53051931914439,86.19,26.17,0.0,146.4,2.431311706629055,0.5448904805530108,0.0,2.399370656876885,2.399370656876885,5.375572844058951,45.22888587243544,10.136417017494617,44.63469711006994,39025,515,278.0,7.65,India,28,Andhra Pradesh,Spsr Nellore,2014,Naidupet,13.94833333,79.89611111,2022-12-14
259,33.75,19.46,75.8,3.5,79.3,1.6842157792305004,1.6013166015223206,3.297085689430187,0.0895186454550105,3.3866043348851975,6.672136715638018,25.242525011261677,24.00005679993318,50.75741818880514,100.09,52.57,0.0,164.7,2.8234132581100138,1.0945698342633463,0.0,2.699291988986495,2.699291988986495,6.617275081359855,42.66730978228881,16.541096158245416,40.79159405946576,39026,515,333.0,8.18,India,28,Andhra Pradesh,Spsr Nellore,2014,Nellore CWC,14.45,79.98333333,2022-12-14
260,28.69,12.29,62.9,3.1,66.0,1.4317081690703128,1.0113145443324418,2.7359721618094826,0.079287943117295,2.8152601049267774,5.258282818329532,27.227675241803418,19.23279099418467,53.53953376401193,83.41,19.29,0.0,158.6,2.352891396332863,0.4016407095860748,0.0,2.599318211616625,2.599318211616625,5.353850317535563,43.947649948792844,7.501903971251751,48.55044607995541,39027,515,283.0,7.83,India,28,Andhra Pradesh,Spsr Nellore,2014,Sulurpet,13.70777778,80.01,2022-12-14
269,18.56,16.37,89.0,3.2,92.2,0.9261939218523877,1.347047932524172,3.8712483688560244,0.08184561870172388,3.9530939875577484,6.226335841934308,14.875425055206325,21.63468156426478,63.489893380528905,116.28,39.13,0.0,141.9,3.2801128349788433,0.8147330723744484,0.0,2.325619509636817,2.325619509636817,6.420465416990108,51.08839658724536,12.68962636600249,36.22197704675215,39052,515,339.0,8.03,India,28,Andhra Pradesh,Spsr Nellore,2014,Naidupet,13.94833333,79.89611111,2022-02-14
270,25.31,19.44,80.1,2.8,82.89999999999999,1.2630370776984878,1.59967084961942,3.484123531970422,0.07161491636400838,3.5557384483344303,6.418446375652339,19.678236815838773,24.92302273783253,55.398740446328695,104.93,51.77,0.0,153.2,2.9599435825105784,1.077912884150912,0.0,2.5108168349285434,2.5108168349285434,6.548673301590034,45.199133415189564,16.4600192208274,38.34084736398304,39053,515,338.0,7.91,India,28,Andhra Pradesh,Spsr Nellore,2014,Nellore CWC,14.45,79.98333333,2022-02-14
278,20.25,15.35,94.0,3.1,97.1,1.0105294675383003,1.2631145854762393,4.088734232274902,0.079287943117295,4.168022175392197,6.441666228406737,15.687392542662703,19.60850718880935,64.70410026852794,127.62,42.14,0.0,124.8,3.5999999999999996,0.8774048471724828,0.0,2.0453651501245576,2.0453651501245576,6.52276999729704,55.19127612182857,13.451414775257584,31.35730910291384,39082,515,355.0,7.93,India,28,Andhra Pradesh,Spsr Nellore,2014,Naidupet,13.94833333,79.89611111,2022-01-14
