,Amount of Calcium (Ca),Amount of Magnesium (Mg),Amount of Sodium (Na),Amount of Potassium (K),Total Amount (N+K) (mg/L),Ca Weight (%) (meq/L),Mg Weight (%) (meq/L),Na Weight (%) (meq/L),K Weight (%) (meq/L),Total Amount (Na+K %) (meq/L),Total Weight Amount (Ca + Mg+ Na+K %) (meq/L),Ca Relative Conc (meq%),Mg Relative Conc (meq%),Na+K Relative Conc (meq%),Amount of Chloride (Cl),Amount of Sulfate (SO4),Amount of Carbonate (CO3),Amount of Hydrogencarbonate (HCO3),Cl Weight (%) (meq/L),SO4 Weight (%) (meq/L),CO3 Weight (%) (meq/L),HCO3 Weight (%) (meq/L),Total Amount (CO3+HCO3 %) (meq/L),Total Weight Amount (Cl + SO4+ CO3+HCO3 %) (meq/L),Cl Relative Conc (meq%),SO4 Relative Conc (meq%),CO3 + HCO3 Relative Conc (meq%),ROWID,District LGD Code,Amount of Total Dissolved Solids (TDS),"Amount of Potential of Hydrogen (H+, pH)",Country,State LGD Code,State,District,Year,Surface Water Station,Surface Water Station Latitude,Surface Water Station Longitude,Month
73,44.89,16.54,111.5,5.8,117.3,2.240131743100953,1.3610368236988273,4.849934754240975,0.1483451838968745,4.998279938137849,8.59944850493763,26.04971402311107,15.82702452276268,58.123261454126244,144.48,111.5,0.0,152.17,4.075599435825105,2.3215624219205466,0.0,2.493936016782483,2.493936016782483,8.891097874528135,45.83910213721951,26.11108835694552,28.04980950583496,38112,504,493.0,7.4,India,28,Andhra Pradesh,Y.S.R.,2016,Alladupalli,14.25,78.66666667,2022-07-16
74,67.33,25.29,228.0,4.8,232.8,3.3599481012026544,2.0810532812178564,9.917355371900827,0.12276842805258581,10.040123799953413,15.481125182373924,21.703513547116927,13.442519563030503,64.85396688985257,294.3,189.57,0.0,236.13,8.301833568406206,3.9470725410177394,0.0,3.8699685328438442,3.8699685328438442,16.11887464226779,51.503803786876574,24.487271156433657,24.008925056689765,38113,504,913.0,7.84,India,28,Andhra Pradesh,Y.S.R.,2016,Chennur,14.57388889,78.77166667,2022-07-16
84,48.1,30.16,226.0,6.5,232.5,2.400319377214432,2.4817938695741617,9.830361026533277,0.1662489129878766,9.996609939521154,14.878723186309747,16.132562903132847,16.680153521894386,67.18728357497277,294.3,203.4,0.0,190.96,8.301833568406206,4.23502956608645,0.0,3.1296709059918713,3.1296709059918713,15.666534040484526,52.99087562668999,27.032332455554865,19.976791917755147,38157,504,899.0,7.31,India,28,Andhra Pradesh,Y.S.R.,2016,Alladupalli,14.25,78.66666667,2022-06-16
85,52.91,32.1,215.0,6.7,221.7,2.6403513149358746,2.641431804155524,9.351892127011745,0.17136426415673436,9.523256391168479,14.805039510259878,17.834138930234626,17.84143704800662,64.32442402175876,283.6,197.46,0.0,206.87,8.0,4.111351711501625,0.0,3.39042218434509,3.39042218434509,15.501773895846714,51.606997068531534,26.521814465395806,21.871188466072667,38158,504,863.0,7.72,India,28,Andhra Pradesh,Y.S.R.,2016,Chennur,14.57388889,78.77166667,2022-06-16
94,51.3,31.13,175.0,6.3,181.3,2.5600079844303605,2.5616128368648425,7.612005219660722,0.1611335618190189,7.773138781479742,12.894759602774943,19.853088101614926,19.86553387403659,60.28137802434849,230.09,178.43,0.0,206.68,6.490550070521861,3.7151245107020907,0.0,3.387308247017176,3.387308247017176,13.592982828241128,47.749269991255545,27.33119402596061,24.919535982783838,38202,504,764.0,8.03,India,28,Andhra Pradesh,Y.S.R.,2016,Alladupalli,14.25,78.66666667,2022-03-16
119,54.51,14.59,82.2,2.7,84.9,2.720195618543839,1.2005760131660153,3.575467594606351,0.06905724077957952,3.6445248353859303,7.565296467095784,35.95623291664717,15.869517055779047,48.17425002757379,108.04,62.69,0.0,198.25,3.047672778561354,1.3052802531856418,0.0,3.2491477645207816,3.2491477645207816,7.602100796267777,40.08987594662778,17.169994034102576,42.74013001926966,38297,504,415.0,7.73,India,28,Andhra Pradesh,Y.S.R.,2016,Alladupalli,14.25,78.66666667,2022-11-16
120,46.49,13.62,67.4,3.2,70.60000000000001,2.3199760467089177,1.1207570458753342,2.9317094388864726,0.08184561870172388,3.0135550575881966,6.454288150172449,35.944723767049844,17.364533776592996,46.690742456357164,91.83,55.48,0.0,162.67,2.5904090267983073,1.1551594902973266,0.0,2.666022027009309,2.666022027009309,6.411590544104943,40.40197216243053,18.016738317131363,41.581289520438105,38298,504,342.0,7.91,India,28,Andhra Pradesh,Y.S.R.,2016,Chennur,14.57388889,78.77166667,2022-11-16
134,48.1,11.67,72.4,3.1,75.5,2.400319377214432,0.9602962353425222,3.1491953023053507,0.079287943117295,3.2284832454226455,6.589098857979599,36.428644173513526,14.57401468760139,48.99734113888508,94.53,66.9,0.0,162.67,2.66657263751763,1.392937453152328,0.0,2.666022027009309,2.666022027009309,6.725532117679267,39.648500532888185,20.711185803287478,39.640313663824344,38342,504,361.0,7.42,India,28,Andhra Pradesh,Y.S.R.,2016,Alladupalli,14.25,78.66666667,2022-10-16
135,46.49,8.76,60.2,3.4,63.6,2.3199760467089177,0.7208393334704793,2.6185297955632887,0.08696096987058162,2.7054907654338702,5.746306145613268,40.373345727150095,12.544394872187036,47.082259400662856,78.33,54.28,0.0,137.25,2.2095909732016925,1.130174065128675,0.0,2.2494099908220795,2.2494099908220795,5.589175029152447,39.533400934426616,20.220767094138697,40.24583197143469,38343,504,308.0,7.63,India,28,Andhra Pradesh,Y.S.R.,2016,Chennur,14.57388889,78.77166667,2022-10-16
148,25.65,6.81,41.0,2.6,43.6,1.2800039922151802,0.5603785229376671,1.7833840800347978,0.06649956519515066,1.8498836452299483,3.6902661603827958,34.685953169361746,15.185314516163203,50.12873231447505,54.02,40.66,0.0,91.5,1.523836389280677,0.846589489464479,0.0,1.499606660548053,1.499606660548053,3.8700325392932085,39.37528622327755,21.875513470982163,38.7492003057403,38387,504,206.0,7.47,India,28,Andhra Pradesh,Y.S.R.,2016,Alladupalli,14.25,78.66666667,2022-09-16
149,25.65,5.84,43.0,2.9,45.9,1.2800039922151802,0.4805595556469862,1.870378425402349,0.07417259194843726,1.9445510173507863,3.705114565212953,34.54694773092965,12.970167242841136,52.48288502622921,56.72,39.06,0.0,96.58,1.5999999999999999,0.8132755892396103,0.0,1.5828635112101743,1.5828635112101743,3.9961391004497844,40.03864629787067,20.351533537660696,39.609820164468644,38388,504,216.0,7.18,India,28,Andhra Pradesh,Y.S.R.,2016,Chennur,14.57388889,78.77166667,2022-09-16
150,11.22,2.92,18.8,1.5,20.3,0.5599081790508509,0.2402797778234931,0.8177468464549805,0.038365133766433065,0.8561119802214135,1.6562999370957576,33.80475761127076,14.507020886857736,51.6882215018715,24.31,7.89,10.0,30.5,0.6857545839210154,0.1642791704838844,0.3332888948140248,0.499868886849351,0.8331577816633757,1.6831915360682754,40.74132796097895,9.759980784339016,49.498691254682036,38389,504,88.0,8.42,India,28,Andhra Pradesh,Y.S.R.,2016,Kamalapuram,14.59277778,78.17583333,2022-09-16
193,28.8,16.2,74.93,3.15,78.08000000000001,1.4371974649433603,1.3330590413495165,3.259243149195303,0.08056678090950944,3.3398099301048125,6.110066436397689,23.521797674440485,21.817423021924583,54.66077930363493,63.8,68.75,4.2,134.5,1.7997179125528913,1.4314566502873325,0.1399813358218904,2.204339845286482,2.3443211811083726,5.575495743948596,32.27906531013369,25.674069464423393,42.04686522544292,38529,506,351.0,8.5,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-04-16
197,27.23,15.84,72.21,3.31,75.52,1.3588502420280453,1.3034355070973052,3.1409308394954327,0.08465906184459564,3.225589901340028,5.887875650465379,23.0787863517573,22.137619482406723,54.78359416583598,81.12,46.5,0.0,175.38,2.288293370944993,0.9681852252852503,0.0,2.874328045102924,2.874328045102924,6.130806641333168,37.32450727637684,15.792134411120733,46.883358312502416,38547,506,383.0,8.6,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-08-16
201,39.0,21.3,66.47,4.74,71.21,1.9462049004441337,1.7527257765891793,2.891257068290561,0.12123382270192849,3.0124908909924897,6.711421568025802,28.99840042407915,26.115566707050892,44.88603286886997,67.71,77.5,0.0,205.43,1.910014104372355,1.6136420421420838,0.0,3.366821817228268,3.366821817228268,6.890477963742707,27.71961704866829,23.418434114918792,48.861948836412914,38565,506,345.0,8.2,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-12-16
203,32.0,17.4,61.27,3.35,64.62,1.5968860721592892,1.4318041555235548,2.6650717703349285,0.08568213207836718,2.7507539024132956,5.77944413009614,27.630443970270292,24.7740807471001,47.5954752826296,59.0,85.25,6.4,172.0,1.6643159379407615,1.7750062463562921,0.21330489268097588,2.818932738953717,3.032237631634693,6.471559815931746,25.71738476160775,27.42779634032842,46.85481889806383,38583,506,353.0,8.5,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-02-16
206,32.8,18.7,73.44,3.21,76.64999999999999,1.6368082239632713,1.5387780292120963,3.1944323618964767,0.08210138626016676,3.2765337481566434,6.452120001332011,25.368533499460018,23.849184901930258,50.78228159860973,62.9,81.25,0.0,195.3,1.774330042313117,1.6917214957941202,0.0,3.200799790218959,3.200799790218959,6.666851328326196,26.614213440973593,25.375119565158357,48.01066699386806,38603,506,384.0,8.1,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-01-16
212,29.63,17.49,76.32,3.59,79.91,1.478616697439992,1.4392100390866076,3.31970421922575,0.09182055348099646,3.4115247727067466,6.329351509233346,23.361266873596218,22.738665043125952,53.90006808327783,65.61,60.0,1.2,158.0,1.8507757404795484,1.2492712584325811,0.03999466737768297,2.5894847253179494,2.6294793926956324,5.729526391607762,32.30242107254178,21.804092922277704,45.89348600518051,38641,506,366.0,8.5,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-06-16
215,29.7,16.1,68.71,2.73,71.44,1.4821098857228403,1.3248302818350135,2.9886907351022183,0.06982454345490818,3.0585152785571266,5.86545544611498,25.268453564071052,22.58699761691179,52.14454881901716,60.14,57.0,7.68,139.6,1.6964739069111423,1.1868076955109519,0.255965871217171,2.287924478825226,2.543890350042397,5.427171952464491,31.258893614763206,21.867884524499352,46.873221860737445,38659,506,384.0,8.6,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-03-16
222,34.57,18.87,62.61,4.51,67.12,1.7251359848295822,1.5527669203867518,2.7233579817311875,0.11535116885774208,2.8387091505889295,6.1166120558052635,28.2041098747183,25.386061862678115,46.40982826260358,55.11,49.0,4.8,140.2,1.5545839210155146,1.020238194386608,0.1599786695107319,2.297757965123902,2.457736634634634,5.032558750036756,30.890527030691104,20.272752789605416,48.836720179703484,38697,506,322.0,8.5,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-11-16
226,46.2,25.2,50.3,3.89,54.19,2.305504266679974,2.0736473976548035,2.1879077859939104,0.09949358023428309,2.2874013662281936,6.666553030562971,34.583153484421935,31.105241166583653,34.31160534899441,62.6,70.7,0.0,166.12,1.7658674188998589,1.4720579661863913,0.0,2.7225645732266948,2.7225645732266948,5.9604899583129445,29.626212463239675,24.69692888473622,45.676858652024116,38715,506,289.0,8.2,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-10-16
230,34.82,19.01,63.03,2.78,65.81,1.7376116572683267,1.5642871837070562,2.7416267942583734,0.07110338124712261,2.812730175505496,6.11462901648088,28.417286683867623,25.582699776074758,46.00001354005761,60.2,55.75,4.8,169.4,1.698166431593794,1.1607812109602733,0.1599786695107319,2.776320964992789,2.936299634503521,5.795247277057588,29.302743272345772,20.02988234092463,50.6673743867296,38733,506,539.0,8.5,India,28,Andhra Pradesh,Guntur,2016,Wadenepally,16.79416667,80.07305556,2022-09-16
251,22.44,10.7,44.6,2.8,47.4,1.1198163581017018,0.8804772680518411,1.93997390169639,0.07161491636400838,2.0115888180603982,4.011882444213941,27.912491795883376,21.946736483310776,50.14077172080585,61.54,24.62,0.0,114.82,1.7359661495063468,0.512617639710169,0.0,1.8818014946899173,1.8818014946899173,4.130385283906433,42.029157819013584,12.410891586979167,45.55995059400726,38978,515,216.0,8.02,India,28,Andhra Pradesh,Spsr Nellore,2016,Nellore CWC,14.45,79.98333333,2022-04-16
264,25.65,13.62,74.3,3.9,78.2,1.2800039922151802,1.1207570458753342,3.231839930404524,0.09974934779272597,3.33158927819725,5.732350316287764,22.32947956056013,19.551440230211362,58.11908020922851,104.63,54.23,0.0,115.44,2.95148095909732,1.1291330057466478,0.0,1.8919627638652157,1.8919627638652157,5.972576728709184,49.41721292436548,18.905290916047893,31.677496159586617,39032,515,324.0,8.09,India,28,Andhra Pradesh,Spsr Nellore,2016,Nellore CWC,14.45,79.98333333,2022-12-16
265,16.03,9.73,49.5,2.7,52.2,0.799940116772294,0.8006583007611603,2.1531100478468903,0.06905724077957952,2.2221672886264696,3.822765706159924,20.92569041004233,20.944477436087606,58.12983215387007,66.08,33.06,0.0,94.45,1.8640338504936529,0.6883484633963521,0.0,1.5479546348498756,1.5479546348498756,4.100336948739881,45.46050419262518,16.78760726256646,37.75188854480835,39033,515,216.0,7.86,India,28,Andhra Pradesh,Spsr Nellore,2016,Sulurpet,13.70777778,80.01,2022-12-16
272,22.44,11.67,48.7,2.8,51.5,1.1198163581017018,0.9602962353425222,2.1183123096998697,0.07161491636400838,2.1899272260638782,4.270039819508103,26.224962891111904,22.489163472324382,51.28587363656369,72.24,28.15,0.0,103.34,2.0377997179125527,0.5861164320812859,0.0,1.693654123508588,1.693654123508588,4.317570273502427,47.19783556086704,13.57514516158243,39.227019277550525,39058,515,229.0,7.81,India,28,Andhra Pradesh,Spsr Nellore,2016,Naidupet,13.94833333,79.89611111,2022-02-16
273,19.24,9.73,42.4,2.9,45.3,0.9601277508857726,0.8006583007611603,1.8442801217920837,0.07417259194843726,1.918452713740521,3.6792387653874536,26.095826123550406,21.761520570324947,52.14265330612465,56.18,23.47,0.0,103.34,1.5847672778561352,0.4886732739235446,0.0,1.693654123508588,1.693654123508588,3.767094675288268,42.068687263212055,12.972152707740218,44.95916002904772,39059,515,199.0,7.3,India,28,Andhra Pradesh,Spsr Nellore,2016,Nellore CWC,14.45,79.98333333,2022-02-16
281,52.1,21.08,64.0,2.6,66.6,2.599930136234343,1.734622505657272,2.7838190517616357,0.06649956519515066,2.8503186169567862,7.184871258848402,36.18617568174857,24.142708242976912,39.67111607527451,93.64,30.53,0.0,252.61,2.6414668547249645,0.6356708586657783,0.0,4.140061623180805,4.140061623180805,7.417199336571548,35.61272570498193,8.570227518782103,55.817046776235976,39088,515,382.0,7.96,India,28,Andhra Pradesh,Spsr Nellore,2016,Naidupet,13.94833333,79.89611111,2022-01-16
282,28.06,11.35,53.4,3.2,56.6,1.4002694745246766,0.9339642048961119,2.322749021313615,0.08184561870172388,2.404594640015339,4.738828319436127,29.54885427652071,19.708757986979453,50.74238773649984,74.91,30.69,0.0,137.79,2.11311706629055,0.6390022486882653,0.0,2.2582601284908876,2.2582601284908876,5.010379443469702,42.17479115368576,12.753569982032227,45.07163886428202,39089,515,286.0,7.5,India,28,Andhra Pradesh,Spsr Nellore,2016,Nellore CWC,14.45,79.98333333,2022-01-16
292,19.24,9.73,42.0,2.6,44.6,0.9601277508857726,0.8006583007611603,1.8268812527185734,0.06649956519515066,1.893380817913724,3.654166869560657,26.274874278010447,21.91083027517635,51.8142954468132,56.18,25.1,0.0,91.86,1.5847672778561352,0.5226118097776298,0.0,1.5055067523272585,1.5055067523272585,3.6128858399610237,43.86430537958077,14.465217915196229,41.67047670522299,39173,515,195.0,7.16,India,28,Andhra Pradesh,Spsr Nellore,2016,Nellore CWC,14.45,79.98333333,2022-03-16
319,16.0,10.32,6.64,2.1,8.74,0.7984430360796446,0.8492079818967291,0.2888212266202697,0.0537111872730063,0.342532413893276,1.9901834318696496,40.11906758411503,42.669834764876555,17.21109765100842,20.0,4.0,0.0,97.6,0.5641748942172072,0.08328475056217206,0.0,1.599580437917923,1.599580437917923,2.2470400826973025,25.10746909062623,3.7064203350657943,71.18611057430797,13548,229,82.0,15.0,India,12,Arunachal Pradesh,Changlang,2016,Miao,27.48694444,96.20944444,2022-04-16
323,34.92,14.42,8.0,4.36,12.36,1.7426019262438246,1.1865871219913597,0.34797738147020446,0.11151465548109879,0.45949203695130325,3.3886810851864877,51.42419373311799,35.016193385045526,13.55961288183648,12.5,4.66,0.0,109.8,0.35260930888575454,0.09702673440493047,0.0,1.7995279926576635,1.7995279926576635,2.2491640359483487,15.677349595227659,4.313902092250895,80.00874831252143,13585,229,124.0,13.8,India,12,Arunachal Pradesh,Changlang,2016,Miao,27.48694444,96.20944444,2022-01-16
337,48.0,19.2,4.1,2.12,6.22,2.395329108238934,1.5799218267846122,0.17833840800347978,0.05422272238989207,0.23256113039337184,4.207812065416919,56.92576262912541,37.5473477004746,5.526889670399982,3.5,2.1,0.0,61.0,0.09873060648801127,0.04372449404514034,0.0,0.999737773698702,0.999737773698702,1.1421928742318537,8.643952235686069,3.8281182654502106,87.52792949886371,13659,231,366.0,8.5,India,12,Arunachal Pradesh,East Kameng,2016,Seppa,27.35583333,93.04527778,2022-04-16
342,36.64,35.425,3.7,1.6,5.300000000000001,1.8284345526223862,2.915038058012754,0.16093953892996957,0.04092280935086194,0.2018623482808315,4.945334958915971,36.97291624960391,58.94520962138704,4.081874129009053,41.5,2.1,0.0,142.74,1.1706629055007052,0.04372449404514034,0.0,2.3393863904549628,2.3393863904549628,3.5537737900008084,32.94140186397286,1.230367958933323,65.82823017709381,13696,231,262.5,7.27,India,12,Arunachal Pradesh,East Kameng,2016,Seppa,27.35583333,93.04527778,2022-01-16
357,40.0,19.2,6.42,3.74,10.16,1.9961075901991117,1.5799218267846122,0.2792518486298391,0.09565706685763979,0.3749089154874789,3.950938332471203,50.52236765615629,39.988521557014906,9.489110786828801,16.0,4.42,12.0,146.4,0.45133991537376583,0.09202964937120013,0.39994667377682974,2.399370656876885,2.799317330653715,3.342686895398681,13.502309055480191,2.7531639142715396,83.74452703024826,13770,232,196.0,17.0,India,12,Arunachal Pradesh,East Siang,2016,Passighat,28.07305556,95.34027778,2022-04-16
363,68.72,7.56,8.0,2.62,10.620000000000001,3.4293128399620736,0.622094219296441,0.34797738147020446,0.06701110031203643,0.4149884817822409,4.466395541040756,76.78032114376906,13.928327967824389,9.291350888406553,12.5,4.2,12.0,151.28,0.35260930888575454,0.08744898809028068,0.39994667377682974,2.479349678772781,2.879296352549611,3.3193546495256463,10.622827209383736,2.6345177699760893,86.74265502064017,13807,232,226.0,15.9,India,12,Arunachal Pradesh,East Siang,2016,Passighat,28.07305556,95.34027778,2022-01-16
370,66.8,18.58,8.2,2.1,10.299999999999999,3.3334996756325164,1.5289035177946924,0.35667681600695955,0.0537111872730063,0.41038800327996583,5.272791196707175,63.2207791143762,28.996094492599727,7.78312639302407,6.0,2.62,24.0,123.6,0.1692524682651622,0.054551511618222706,0.7998933475536595,2.025698177527206,2.8255915250808656,3.0493955049642505,5.550361308975118,1.7889287083100833,92.6607099827148,13817,232,168.0,17.18,India,12,Arunachal Pradesh,East Siang,2016,Passighat,28.07305556,95.34027778,2022-07-16
375,19.2,14.44,9.0,3.4,12.4,0.9581316432955735,1.1882328738942605,0.39147455415398,0.08696096987058162,0.47843552402456163,2.624800041214396,36.50303368832173,45.269462634742645,18.22750367693562,10.0,4.76,14.4,110.6,0.2820874471086036,0.09910885316898475,0.4799360085321957,1.8126393077225644,2.29257531625476,2.673771616532348,10.550169856109354,3.7067060087024344,85.74312413518821,13863,232,158.0,14.68,India,12,Arunachal Pradesh,East Siang,2016,Passighat,28.07305556,95.34027778,2022-10-16
379,24.0,8.26,3.6,2.1,5.7,1.197664554119467,0.6796955358979634,0.15658982166159202,0.0537111872730063,0.21030100893459833,2.0876610989520286,57.3687249678923,32.557752608369206,10.073522423738506,9.0,1.95,9.6,73.2,0.2538787023977433,0.04060131589905888,0.3199573390214638,1.1996853284384426,1.5196426674599064,1.8141226857567085,13.994571833042547,2.238068914403285,83.76735925255417,13881,234,69.0,7.4,India,12,Arunachal Pradesh,Lohit,2016,Tezu,27.91083333,96.17055556,2022-04-16
383,25.2,11.69,3.76,2.15,5.91,1.2575477818254404,0.9619419872454227,0.1635493692909961,0.05499002506522073,0.21853939435621683,2.43802916342708,51.580506119038176,39.455721107668936,8.963772773292883,4.5,2.31,0.0,126.26,0.12693935119887165,0.04809694344965437,0.0,2.069293300118002,2.069293300118002,2.244329594766528,5.656003088622856,2.1430427848837317,92.20095412649341,13918,234,82.0,7.2,India,12,Arunachal Pradesh,Lohit,2016,Tezu,27.91083333,96.17055556,2022-01-16
397,24.08,18.58,7.52,2.1,9.62,1.201656769299865,1.5289035177946924,0.3270987385819922,0.0537111872730063,0.38080992585499845,3.111370212949556,38.62146536913404,49.13923490786726,12.239299722998679,18.0,3.8,0.0,141.52,0.5077574047954866,0.07912051303406346,0.0,2.3193916349809887,2.3193916349809887,2.9062695528105387,17.471104987644882,2.7224079389865654,79.80648707336856,14547,678,112.0,15.8,India,12,Arunachal Pradesh,Namsai,2016,Namsai,27.66611111,95.83027778,2022-04-16
