,Amount of Calcium (Ca),Amount of Magnesium (Mg),Amount of Sodium (Na),Amount of Potassium (K),Total Amount (N+K) (mg/L),Ca Weight (%) (meq/L),Mg Weight (%) (meq/L),Na Weight (%) (meq/L),K Weight (%) (meq/L),Total Amount (Na+K %) (meq/L),Total Weight Amount (Ca + Mg+ Na+K %) (meq/L),Ca Relative Conc (meq%),Mg Relative Conc (meq%),Na+K Relative Conc (meq%),Amount of Chloride (Cl),Amount of Sulfate (SO4),Amount of Carbonate (CO3),Amount of Hydrogencarbonate (HCO3),Cl Weight (%) (meq/L),SO4 Weight (%) (meq/L),CO3 Weight (%) (meq/L),HCO3 Weight (%) (meq/L),Total Amount (CO3+HCO3 %) (meq/L),Total Weight Amount (Cl + SO4+ CO3+HCO3 %) (meq/L),Cl Relative Conc (meq%),SO4 Relative Conc (meq%),CO3 + HCO3 Relative Conc (meq%),ROWID,District LGD Code,Amount of Total Dissolved Solids (TDS),"Amount of Potential of Hydrogen (H+, pH)",Country,State LGD Code,State,District,Year,Surface Water Station,Surface Water Station Latitude,Surface Water Station Longitude,Month
6,51.66,36.75,209.0,5.4,214.4,2.5779729527421527,3.024069121579922,9.090909090909092,0.13811448155915904,9.22902357246825,14.831065646790325,17.382250299054313,20.390100034614694,62.22764966633099,277.93,189.43,0.0,232.7,7.840056417489421,3.944157574748064,0.0,3.813753769503081,3.813753769503081,15.597967761740566,50.263319794261164,25.28635547268203,24.45032473305681,37872,504,840.0,8.24,India,28,Andhra Pradesh,Y.S.R.,2015,Alladupalli,14.25,78.66666667,2022-04-15
7,46.31,28.1,225.0,5.5,230.5,2.3109935625530214,2.312281423575396,9.7868638538495,0.1406721571435879,9.927536010993087,14.550810997121506,15.882232014491773,15.891082799665394,68.22668518584283,289.27,200.23,0.0,204.3,8.159943582510577,4.169026401265928,0.0,3.3483020846990956,3.3483020846990956,15.6772720684756,52.04951184663608,26.5928050687412,21.35768308462272,37873,504,852.0,7.95,India,28,Andhra Pradesh,Y.S.R.,2015,Chennur,14.57388889,78.77166667,2022-04-15
21,24.05,11.35,119.0,4.4,123.4,1.200159688607216,0.9339642048961119,5.176163549369291,0.11253772571487033,5.288701275084161,7.422825168587489,16.168502710883565,12.582327936922683,71.24916935219375,154.19,85.61,0.0,109.08,4.3495063469675594,1.7825018739068876,0.0,1.7877278090992528,1.7877278090992528,7.919736029973699,54.919839884890756,22.50708694280568,22.573073172303566,37917,504,483.0,7.29,India,28,Andhra Pradesh,Y.S.R.,2015,Alladupalli,14.25,78.66666667,2022-08-15
22,20.04,8.11,23.2,2.4,25.599999999999998,1.000049902689755,0.6673523966262086,1.009134406263593,0.061384214026292905,1.070518620289886,2.7379209196058496,36.52588705278317,24.3744219143583,39.09969103285852,30.29,9.78,0.0,97.6,0.8544428772919604,0.20363121512451068,0.0,1.599580437917923,1.599580437917923,2.657654530334394,32.15026135035135,7.6620649072432,60.18767374240545,37918,504,166.0,7.75,India,28,Andhra Pradesh,Y.S.R.,2015,Chennur,14.57388889,78.77166667,2022-08-15
23,10.69,5.67,22.9,1.7,24.599999999999998,0.5334597534807125,0.4665706644723308,0.9960852544584602,0.04348048493529081,1.039565739393751,2.0395961573467942,26.15516564684368,22.875639512837118,50.9691948403192,30.29,9.27,0.0,68.89,0.8544428772919604,0.19301240942783376,0.0,1.1290481185262882,1.1290481185262882,2.1765034052460823,39.25759432457008,8.868004017940471,51.87440165748945,37919,504,106.0,7.93,India,28,Andhra Pradesh,Y.S.R.,2015,Kamalapuram,14.59277778,78.17583333,2022-08-15
24,12.02,7.3,25.5,2.4,27.9,0.5998303308548331,0.6006994445587328,1.1091779034362768,0.061384214026292905,1.1705621174625698,2.3710918928761355,25.297641675424,25.33429625243601,49.36806207214,33.04,10.14,0.0,74.64,0.9320169252468264,0.2111268426751062,0.0,1.2232856955552642,1.2232856955552642,2.366429463477197,39.38494426439968,8.921746704627294,51.69330903097302,37920,504,122.0,7.77,India,28,Andhra Pradesh,Y.S.R.,2015,Nandipalli,14.71527778,79.01777778,2022-08-15
37,64.13,34.05,175.0,4.8,179.8,3.2002594939867253,2.8018926146883354,7.612005219660722,0.12276842805258581,7.734773647713308,13.73692575638837,23.29676632705423,20.396795210058645,56.306438462887115,231.29,197.1,0.0,258.02,6.5244005641748934,4.103856083951029,0.0,4.228726891307198,4.228726891307198,14.85698353943312,43.91470547744739,27.62240446089647,28.462890061656136,37962,504,843.0,7.95,India,28,Andhra Pradesh,Y.S.R.,2015,Alladupalli,14.25,78.66666667,2022-12-15
38,41.42,24.32,135.0,4.3,139.3,2.06696940965118,2.0012343139271755,5.8721183123097,0.10998005013044146,5.982098362440142,10.050302086018498,20.566241611052163,19.91218071654978,59.521577672398045,176.22,120.23,0.0,207.54,4.970944992947813,2.503331390022487,0.0,3.4014029107119446,3.4014029107119446,10.875679293682245,45.70698398430587,23.017701445800164,31.27531456989397,37963,504,581.0,8.05,India,28,Andhra Pradesh,Y.S.R.,2015,Chennur,14.57388889,78.77166667,2022-12-15
39,28.06,16.21,49.4,3.0,52.4,1.4002694745246766,1.333881917300967,2.1487603305785123,0.07673026753286613,2.2254905981113784,4.9596419899370225,28.233277268113,26.894721836926472,44.87200089496052,66.08,22.47,11.03,157.06,1.8640338504936529,0.46785208628300157,0.3676176509798693,2.574078930116691,2.94169658109656,5.273582517873214,35.34663284733051,8.871617817628875,55.78174933504062,37964,504,267.0,8.34,India,28,Andhra Pradesh,Y.S.R.,2015,Kamalapuram,14.59277778,78.17583333,2022-12-15
48,70.88,35.84,185.5,6.5,192.0,3.5371026498328253,2.949187409997943,8.068725532840366,0.1662489129878766,8.234974445828243,14.721264505659011,24.02716593043434,20.03351959924532,55.93931447032034,249.57,176.75,0.0,311.1,7.040056417489421,3.6801449154659784,0.0,5.098662645863381,5.098662645863381,15.81886397881878,44.50418454141808,23.26428067397025,32.23153478461167,38007,504,810.0,7.96,India,28,Andhra Pradesh,Y.S.R.,2015,Alladupalli,14.25,78.66666667,2022-02-15
