ROWID,Country,StateLGDCode,State,DistrictLGDCode,District,Year,OBJECTID *,OBJECTID *,Ground Water Station Name,y,x,Amount of Arsenic,Amount of carbonate,Amount of Calcium,Amount of Chloride,Amount of Electrical Conductivity,Amount of Fluorine,Amount of Iron,Amount of Hydrogencarbonate,Amount of Potassium,Amount of Magnesium,Amount of Nitrate,Amount of Sodium,Percentage of Sodium,Amount of Phosphate Ion,Amount of Residual Sodium Carbonate,Amount of Sodium absorption ratio,Amount of Sulfate,Amount of Silicon dioxide,Amount of Hardness Total,Amount of Alkalinity Total,Amount of Total Dissolved Solids,Amount of Potential of Hydrogen,Mark for Deletion
180425,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,1,1,Annikat,11.708611,92.65, , ,32,50,431, ,0.02,195,0.7,21.92,1,34,, , ,1.13,27, ,170, , ,7.6,No
180426,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,2,2,Austinabad Port Blair,11.624722,92.730278,, ,20,32,311, , ,110,2.5,10.97, ,21,, ,  ,0.94,8, ,95, , ,7.6,No
180427,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,3,3,Bambooflat,11.705556,92.715833, , ,46,28,514, , ,342,2.2,8.57, ,81,, , ,2.87,2, ,150, , ,7.8,No
180428,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,4,4,Beadnabad Tubewell,11.536944,92.722778, , ,44,32,449, ,0.04,268,1.9,21.94,1,26,, , ,0.8,12, ,200, , ,7.8,No
180429,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,5,5,Bharatpur I,11.830278,93.02, , ,146,67,885,0.17, ,445,2.5,5.04, ,59,, , ,1.31,27, ,385, , ,7.7,No
180430,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,6,6,Bharatpur II,11.825,93.02, , ,96,57,829,0.2,0.02,366,4.6,18.35,2,71,, , ,1.74,63, ,315, , ,7.7,No
180432,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,7,8,Brichganj,11.611111,92.7425, , ,36,14,289,0.47,0.02,189,0.2,12.2,3,12,, , ,0.44,5,  ,140, , ,7.8,No
180433,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,8,9,Brookshabad,11.635556,92.735278, , ,60,18,433, , ,92,1.3,19.52, ,28,, , ,0.8,4, ,230, , ,8,No
180434,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,9,10,Burmanala,11.526944,92.722778, , ,38,21,325, ,0.06,195,0.2,13.42,2,21,, , ,0.74,5, ,150, , ,7.6,No
180435,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,10,11,Calicut,11.540833,92.725, , ,52,25,396, ,0.04,238,0.7,4.93,5,21,, , ,0.74,7, ,150, , ,7.8,No
180437,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,12,13,Chidiyatapur,11.509444,92.702222, , ,44,28,641, ,0.01,342,0.5,58.41, ,24,, , ,0.56,2, ,350, , ,7.6,No
180438,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,13,14,Corbyns cove port blair,11.643889,92.745556, , ,94,248,1200, ,0.004,354,6,22, ,150,, , ,3.61,14, ,325, , ,7.8,No
180439,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,14,15,Culicut Borewell,11.538056,92.723611, , ,66,25,458,0.06,0.24,299,0.3,12.24, ,19,, , ,0.56,8, ,215, , ,8.1,No
180440,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,15,16,Dandas Point,11.67,92.699444, , ,36,53,437,0.01, ,165,3,15,1,35,,  , ,1.24,25, ,105, , ,7.5,No
180443,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,18,19,Dolphine Yatri Nivas,12.025833,93.001389, , ,66,25,454,0.4,0.01,293,5.8,15.88, ,21,, , ,0.6,30, ,230, , ,7.6,No
180445,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,20,21,Garachamra,11.618056,92.710556, , ,66,35,654,0.08,0.21,256,0.6,35.33,3,40,, , ,0.99,96, ,310, , ,7.7,No
180446,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,21,22,Govindnagar Vill No I,12.003056,92.985833, , ,80,42,689,0.24,0.03,348,4.7,11.04, ,65,, , ,1.8,55, ,245, , ,7.6,No
180447,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,22,23,Govindnagar Vill No Iii,11.985833,92.987778, , ,66,25,465,0.11,0.03,262,2.6,8.59,1,32,, , ,0.98,28,             ,200, , ,7.7,No
180448,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,23,24,Gupta Para,11.574167,92.664167, , ,8,18,140,  ,0.04,85,1,7.3, ,16,, , ,0.98,4,  ,50, , ,7.8,No
180450,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,25,26,Hasunatabad,11.595,92.645278, , ,14,35,158, , ,421,1.8,6.1,1,19,, , ,1.07,19, ,60, , ,7.8,No
180454,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,29,30,Junglighat Vip Road,11.660833,92.7325, , ,28,50,374, , ,140,1.5,8.54, ,31,, , ,1.31,8, ,105, , ,8,No
180458,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,32,34,Kodiaghat,11.523889,92.721667, , ,38,11,266, ,0.06,183,,8.56, ,13,, ,  ,0.5,2, ,130, , ,7.7,No
180461,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,35,37,Laxmanpur,11.831944,93.017222, , ,90,53,554,0.64,0.02,287,7.5,4.86,3,22,, , ,0.61,21, ,245, , ,7.5,No
180462,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,36,38,Light House,11.667778,92.7375, , ,38,53,860,0.03, ,494,0.9,11, ,160,, , ,5.87,32, ,140, , ,8.2,No
180467,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,41,43,Marina Park,11.660556,92.743333, , ,116,106,775,0.17, ,397,3.3,11.08, ,62,, , ,1.47,8, ,335, , ,7.8,No
180472,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,45,48,Namunagar,11.671111,92.698611, , ,42,18,324,0.05,0.03,189,1.6,10.99, ,23, , , ,0.82,6, ,150, , ,7.6,No
180476,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,48,52,Ograbraj,11.665278,92.655, , ,60,28,644, , ,317,1,12.23,1,71, , , ,2.18,26, ,200, , ,7.7,No
180478,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,50,54,Port Blair,11.67,92.7425, , ,102,67,763, , ,378,15,11.06,10,54, , , ,1.35,41, ,300, , ,8,No
180479,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,51,55,Port Blair Dobhi Well,11.671111,92.735, , ,116,57,893,0.03, ,409,0.9,7.43, ,100,  , , ,2.43,79, ,320, , ,8,No
180481,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,53,58,Radhanagar,11.986944,92.954722, , ,92,71,967,0.13, ,586,14,18.35,2,165,  , , ,4.1,17, ,305, , ,7.9,No
180485,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,56,62,Saitankhari,11.73,92.68, , ,30,103,588, , ,159,4,8.55,1,108, , , ,4.47,40, ,110, , ,7.7,No
180486,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,57,63,Shadipur Port Blair,11.658889,92.7475, , ,34,28,510, , ,317,1.1,8.55, ,84,  , , ,3.33,19, ,120, , ,8,No
180490,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,60,67,Sippighat,11.604444,92.686111, , ,84,99,810, ,0.24,281,1,28.06, ,65,  , , ,1.57,75, ,325, , ,7.6,No
180492,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,61,69,Sitanagar SA,11.82,93.06, , ,24,18,375, , ,232,0.5,34.07, ,10, , , ,0.31,10, ,200,  , ,7.9,No
180493,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,62,70,South Point Port Blair,11.653056,92.745278, , ,66,39,446, , ,232,1.5,9.81, ,24, , , ,0.73,20,       ,205, , ,7.9,No
180502,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,70,79,Annikat,11.708611,92.65, , ,36,50,692,0.23,0.06,366,7,58.4,9,31,  , , ,0.74,43, ,330, , ,8.3,No
180503,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,71,80,Austinabad Port Blair,11.624722,92.730278, , ,30,39,405,0.007,0.008,165,1,9.76,5,45, , , ,1.82,1, ,115, , ,8.2,No
180504,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,72,81,Bambooflat,11.705556,92.715833, , ,30,11,277, , ,159,0.6,13.41, ,10, , , ,0.38,1, ,130, , ,8.3,No
180505,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,73,82,Beadnabad Tubewell,11.536944,92.722778, , ,40,18,638, ,0.1,256,6.7,42.6,12,32, , , ,0.84,12, ,275, , ,8.2,No
180506,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,74,83,Bharatpur I,11.830278,93.02, , ,18,21,379,0.16,0.03,232,5.2,35.28,1,16, , , ,0.5,12, ,190, , ,8.4,No
180507,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,75,84,Bharatpur II,11.825,93.02, , ,38,21,643,0.07, ,159,6.4,7.34, ,17, , , ,0.66,54, ,125, , ,8.2,No
180509,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,76,86,Brichganj,11.611111,92.7425, , ,54,92,790,0.18,0.31,317,16.1,43.83,22,57, , , ,1.4,47, ,315, , ,8.1,No
180510,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,77,87,Brookshabad,11.635556,92.735278, , ,34,32,384, ,0.53,207,0.5,25.57, ,16, , , ,0.5,8, ,190, , ,8.2,No
180511,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,78,88,Burmanala,11.526944,92.722778, , ,32,38,469, , ,226,,32.86,12,22, , , ,0.65,24, ,215, , ,8.1,No
180512,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,79,89,Calicut,11.540833,92.725, , ,30,64,672, ,0.02,397,,74.19, ,20, , , ,0.45,18, ,380, , ,8.2,No
180514,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,81,91,Chidiyatapur,11.509444,92.702222, , ,34,32,393, , ,213,,23.14, ,19, , , ,0.62,2, ,180, , ,8.2,No
180515,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,82,92,Corbyns cove port blair,11.643889,92.745556, , ,58,390,1290,0.12,0.1,201,3,31.68, ,200, , , ,5.24,46, ,275, , ,8,No
180516,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,83,93,Culicut Borewell,11.538056,92.723611, , ,40,50,522, ,0.73,165,5.6,21.93,6,33, , , ,1.04,31, ,190, , ,8.2,No
180517,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,84,94,Dandas Point,11.67,92.699444, , ,50,92,712,0.19,0.02,171,1.1,31.67, ,33, , , ,0.9,66, ,255, , ,8,No
180520,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,87,97,Dolphine Yatri Nivas,12.025833,93.001389, , ,20,39,500, , ,256,6,23.12, ,56, , , ,2.02,20, ,145, , ,8.2,No
180522,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,89,99,Garachamra,11.618056,92.710556, , ,30,18,299, , ,177,0.4,20.7, ,11, ,  , ,0.38,2, ,160, , ,8.3,No
180523,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,90,100,Govindnagar Vill No I,12.003056,92.985833, , ,30,32,315, ,0.06,74,6.4,6.11,23,26, , , ,1.13,29, ,100, , ,8.2,No
180524,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,91,101,Govindnagar Vill No Iii,11.985833,92.987778, , ,14,35,354, ,0.95,43,2.7,2.43,1,43, , , ,2.79,72, ,465, , ,8.1,No
180525,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,92,102,Gupta Para,11.574167,92.664167, , ,32,25,471,0.11, ,262,1.5,9.76, ,55, ,  , ,2.18, , ,120, , ,8.2,No
180527,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,94,104,Hasunatabad,11.595,92.645278, , ,36,35,436, ,0.92,226,2.4,28, ,20, , , ,0.61,13, ,180, , ,8.2,No
180531,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,98,108,Junglighat Vip Road,11.660833,92.7325, , ,16,28,223, , ,98,1.5,8.53, ,29, ,  , ,1.45,1, ,75, , ,8.3,No
180535,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,101,112,Kodiaghat,11.523889,92.721667, , ,40,67,651, ,1.45,281,0.7,29.22,4,36, , , ,1.05, , ,220, , ,8.1,No
180538,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,104,115,Laxmanpur,11.831944,93.017222, , ,12,38,590,0.41, ,195,8.3,15, ,112, , , ,5.08,7, ,145, , ,8.3,No
180539,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,105,116,Light House,11.667778,92.7375, , ,30,35,476,0.02,0.07,128,6.3,31.64,14,23, , , ,0.7,93, ,205, , ,8.3,No
180544,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,110,121,Marina Park,11.660556,92.743333, , ,32,71,518, ,0.06,177,6.8,13.41, ,53, , , ,1.98,20, ,135, , ,8.2,No
180549,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,114,126,Namunagar,11.671111,92.698611, , ,34,14,497,0.2,0.15,336,5.3,48.67,1,8, , , ,0.21,41, ,285, , ,8.4,No
180553,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,117,130,Ograbraj,11.665278,92.655, , ,16,32,234, , ,85,1.8,8.53, ,18, , , ,0.9,9, ,75, , ,8.3,No
180555,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,119,132,Port Blair,11.67,92.7425, , ,40,92,550,0.12,0.1,226,3.8,19.5,7,58, , , ,1.88,8, ,180, , ,8.2,No
180556,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,120,133,Port Blair Dobhi Well,11.671111,92.735, , ,28,14,494,0.34,0.04,268,6.5,29.21, ,23, , , ,0.73,24, ,190, , ,8.2,No
180558,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,122,135,Radhanagar,11.986944,92.954722, , ,90,50,1160,0.25, ,171,6.5,54.81,3,63, , , ,1.29,401, ,450, , ,8.1,No
180561,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,124,138,Ross Island,11.663056,92.746111, , ,44,38,373,0.1, ,195,8.6,8.56,1,21, , , ,0.76, , ,145, , ,8.3,No
180562,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,125,139,Saitankhari,11.73,92.68, , ,40,35,642,0.04,0.02,214,0.5,43.81, ,34, , , ,0.88,88, ,280, , ,8.1,No
180563,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,126,140,Shadipur Port Blair,11.658889,92.7475, , ,26,46,662,0.04, ,232,1.5,21.91, ,77, , , ,2.69,73, ,155, , ,8.2,No
180567,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,129,144,Sippighat,11.604444,92.686111, ,  ,24,39,290,0.16, ,122,0.8,9.75, ,26, , , ,1.13,10, ,100,  , ,8.2,No
180569,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,130,146,Sitanagar SA,11.82,93.06, , ,38,21,299, , ,159,6.4,6.12, ,17, , , ,0.67,10, ,120,  , ,8.3,No
180570,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,131,147,South Point Port Blair,11.653056,92.745278, , ,32,32,371,0.03,0.006,171,0.8,18.27,1,17, , , ,0.59,17, ,155,  , ,8.3,No
180577,India,35,Andaman And Nicobar Islands,602,South Andamans,2012,137,154,Wimberleyganj,11.739167,92.707778, , ,16,53,757,0.09, ,390,0.6,6.1, ,163, , , ,8.78,29, ,65, , ,8.2,No
180579,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,139,156,Annikat,11.708611,92.65, , ,30,35,410,0.55,0.56,171,0.84,18,2,35, , , ,1.25,36, ,150,  , ,8,No
180580,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,140,157,Austinabad Port Blair,11.624722,92.730278, , ,36,35,472, ,0.6,171,1.6,19.49,13,24, , , ,0.8,32, ,170, , ,8.2,No
180583,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,143,160,Bharatpur I,11.830278,93.02, , ,88,36,670,0.1,0.05,281,8.6,7.4,1,28, , ,  ,0.77,35, ,250, , ,7.4,No
180584,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,144,161,Bharatpur II,11.825,93.02, ,  ,80,46,665,0.3,0.03,281,3.9,4.96,1,45, , ,  ,1.32,20, ,220, , ,7.4,No
180587,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,146,164,Brookshabad,11.635556,92.735278, , ,84,64,850,0.1,0.56,298,1.5,17.12,17,72, , , ,1.87,82, ,280, , ,8.2,No
180588,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,147,165,Burmanala,11.526944,92.722778, , ,28,50,350,0.1,2.22,85,0.1,15.84,1,20, , , ,0.75,44, ,135, , ,8.2,No
180589,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,148,166,Calicut,11.540833,92.725, , ,72,28,600,0.1,1.59,305,0.2,17.11,1,22, , , ,0.6,10, ,250, , ,8.2,No
180590,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,149,167,Chauldari,11.631111,92.667222, , ,20,25,629, ,0.33,342,4.8,60.81,14,19, , , ,0.48,13, ,300, , ,7.9,No
180591,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,150,168,Chidiyatapur,11.509444,92.702222, , ,24,35,410,0.2,0.84,165,0.5,29.2,11,16, , , ,0.52,27, ,180, , ,8.2,No
180592,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,151,169,Corbyns cove port blair,11.643889,92.745556, , ,28,50,400,0.1,0.5,146,2,10.97,1,42, , , ,1.7,12, ,115, , ,8.2,No
180594,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,153,171,Dandas Point,11.67,92.699444, , ,36,60,500, ,0.98,207,3.6,21.93,1,44, , , ,1.42,13, ,180, , ,7.3,No
180595,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,154,172,Dhannikhari,11.612778,92.667222, , ,36,14,385,0.1,0.46,183,0.3,17.06, ,15, , , ,0.52,16, ,160, , ,7.6,No
180596,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,155,173,Dollyganj Chawk,11.634167,92.722778, , ,68,92,980,0.2,0.36,342,4.1,31.69,15,88, , , ,2.21,93, ,300, , ,8.2,No
180597,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,156,174,Dolphine Yatri Nivas,12.025833,93.001389,  , ,92,167,1094,0.8,0.08,293,6,21.99,2,115, , , ,2.79,95, ,320, , ,8.1,No
180598,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,157,175,Ferrarganj,11.717222,92.652778, , ,60,43,635,0.7,0.69,207,4.3,9.8,5,71, , , ,2.24,110, ,190, , ,8.1,No
180599,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,158,176,Garachamra,11.618056,92.710556, , ,38,35,800,0.1,0.57,342,4.5,24,6,55, , , ,1.72,39, ,270, , ,8.2,No
180600,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,159,177,Govindnagar Vill No I,12.003056,92.985833, , ,96,124,1429,0.8,1.73,390,16,26.86,6,200, , , ,4.64,292, ,350, , ,8.2,No
180601,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,160,178,Govindnagar Vill No Iii,11.985833,92.987778, , ,76,53,623,1,0.36,232,7,9.82,44,49, , , ,1.4,42, ,230, , ,8.2,No
180602,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,161,179,Gupta Para,11.574167,92.664167, , ,8,14,145, ,8.81,61,0.9,4.87,1,17, , , ,1.17,5, ,40, , ,8.2,No
180603,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,162,180,Haddo,11.667778,92.724167, , ,80,50,660, ,0.39,293,6.9,2.53,8,51, , , ,1.53,30, ,210, , ,8.2,No
180604,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,163,181,Hasunatabad,11.595,92.645278, , ,12,21,160,0.1,1.29,49,0.9,7.31,9,10, , , ,0.56,10, ,60, , ,8.2,No
180605,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,164,182,Havelock Island Jetty,12.033056,92.981111, , ,44,67,586,0.7,1.32,171,9.3,9.78,11,66, , , ,2.34,58, ,150, , ,8.1,No
180606,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,165,183,Hebertabad,11.708333,92.631667, , ,20,21,377,0.5,0.5,134,3,9.75,3,52, , , ,2.38,60, ,90, , ,8.1,No
180607,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,166,184,Hope Town Marmon Temple,11.698056,92.727222, , ,24,14,235,0.5,0.52,85,5,12.19,5,16, , , ,0.66,52, ,110, , ,8,No
180608,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,167,185,Junglighat Vip Road,11.660833,92.7325, , ,20,35,305,0.2,2.09,122,1.3,7.3, ,36, , , ,1.75,10, ,80, , ,7.6,No
180609,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,168,186,Kalpathar,11.975,93.005833, , ,140,92,943,0.6,0.07,415,3,5.03,4,72, , , ,1.63,53, ,370, , ,8.3,No
180611,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,169,188,Knoppuram,11.732778,92.708889, ,  ,40,82,480, ,0.17,110,3.4,12.21,1,51, , , ,1.81,46, ,150, , ,7.4,No
180612,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,170,189,Kodiaghat,11.523889,92.721667, , ,32,7,300,0.04,0.19,171,0.1,13.41,1,11, , , ,0.41,4, ,135, , ,8.2,No
180613,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,171,190,Krishnanagar,12.000278,92.976111, , ,60,25,388,0.6,0.15,183,7,7.37,10,14, , , ,0.45,24, ,180, , ,7.8,No
180614,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,172,191,Lamba Line,11.6425,92.726667, , ,32,53,446,0.1,2.4,146,3.7,7.33, ,51, , , ,2.11,20, ,110, , ,7.4,No
180615,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,173,192,Laxmanpur,11.831944,93.017222, , ,104,142,1530,0.6,0.05,366,14,19.58,6,179, , , ,4.22,235, ,340, , ,7.7,No
180616,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,174,193,Light House,11.667778,92.7375, , ,20,57,820,0.2,0.21,366,0.8,48.65,1,69, , , ,1.9,33, ,250, , ,8.2,No
180617,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,175,194,Mamyo,11.5975,92.632778, , ,28,25,300,0.02,0.53,116,1.7,12.19,3,21, , , ,0.83,25, ,120, , ,7.5,No
180618,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,176,195,Manglutan,11.571667,92.660278, , ,16,28,278, ,0.66,98,1.9,7.31,3,31, , , ,1.61,15, ,70, , ,8.2,No
180619,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,177,196,Manjeri,11.533333,92.652778, , ,12,85,450,0.1,1.1,61,3,7.31,14,78, , , ,4.38,47, ,60, , ,8.2,No
180620,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,178,197,Mannar Ghat,11.767222,92.705833, , ,72,21,630, ,1.98,305,11,19.54, ,32, , , ,0.86,55, ,260, , ,7.7,No
180621,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,179,198,Marina Park,11.660556,92.743333, , ,76,85,850,0.2,0.21,342,5.8,4.96,2,100, , , ,3,14, ,210, , ,8.2,No
180622,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,180,199,Mile Tilak,11.791667,92.608333, , ,24,14,235,0.5,0.52,85,5,12.19,8,16, , , ,0.66,52, ,110, , ,8,No
180625,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,182,202,Mount Harriyat,11.721389,92.733056, , ,20,7,167, ,0.67,85,1.5,4.89, ,6, , , ,0.31,5, ,70, , ,7.4,No
180627,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,184,204,Nayasahar,11.578889,92.676389, , ,20,21,240,0.02,0.82,98,1.1,4.89,2,25, , , ,1.3,14, ,70, , ,8.2,No
180628,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,185,205,Nell Kendra,11.832778,93.028889, , ,76,14,499,0.9,0.09,305,7,14.68,4,26, , , ,0.71,38, ,250, , ,8.2,No
180630,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,186,207,Ograbraj,11.665278,92.655, , ,12,11,135,0.4,0.17,49,1,7.31,3,9, , , ,0.5,20, ,60, , ,8,No
180631,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,187,208,Pearl Park Resort,11.831389,93.018889, , ,60,35,585,0.8,0.19,244,3,26.82,6,39, , , ,1.05,40, ,260, , ,8.1,No
180633,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,189,210,Port Blair Dobhi Well,11.671111,92.735, , ,80,43,762,0.01,0.36,244,0.5,30.49,1,23, , , ,0.55,127, ,325, , ,8.2,No
180634,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,190,211,Port Mout,11.644167,92.656111, , ,36,28,510,0.01,0.54,256,1.7,29.22,3,30, , , ,0.9,17, ,210, , ,7.8,No
180635,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,191,212,Radhanagar,11.986944,92.954722, , ,68,14,394,0.6, ,207,4,2.51,6,16, , , ,0.52,24, ,180, , ,8.2,No
180636,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,192,213,Ramnagar,11.819167,93.041667, , ,84,50,648,0.7,0.16,281,3,12.26,5,41, , , ,1.1,46, ,260, , ,8,No
180638,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,193,215,Ross Island,11.663056,92.746111, , ,44,11,320,0.6,0.36,159,2,14.64,16,9, , , ,0.3,30, ,170, , ,8.3,No
180639,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,194,216,Saitankhari,11.73,92.68, , ,24,43,348, ,0.81,110,4.9,14.62,9,32, , , ,1.27,28, ,120,  , ,7.3,No
180640,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,195,217,Shadipur Port Blair,11.658889,92.7475, , ,32,39,539,0.1,0.96,207,1.4,7.33,7,72, , , ,2.98,26, ,110, , ,7.5,No
180641,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,196,218,Shoal Bay 12 No,11.846667,92.735833, , ,48,21,610,0.1,0.1,232,4.2,12.21,4,69, , , ,2.3,85, ,170, , ,7.4,No
180642,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,197,219,Shoal Bay 15 No,11.866389,92.736111, , ,28,25,318,0.01,0.55,146,3.9,9.76, ,26, , , ,1.08,8, ,110,  , ,7.5,No
180644,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,198,221,Sippighat,11.604444,92.686111, , ,72,85,820,0.1,0.73,244,1,24.4,2,64, , , ,1.66,88, ,280, , ,8.3,No
180646,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,199,223,Sitanagar SA,11.82,93.06, , ,96,142,1130,0.4,0.09,281,14,7.41,5,120, , , ,3.17,110, ,270, , ,7.4,No
180647,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,200,224,South Point Port Blair,11.653056,92.745278, , ,40,21,366,0.1,0.46,153,1.7,0.05,9,36, , , ,1.56,13, ,100, , ,8.2,No
180648,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,201,225,Stuwartganj,11.723611,92.712778, , ,80,71,1120,0.2,0.33,439,7.7,36.57,1,106, , , ,2.46,125, ,350, , ,7.8,No
180649,India,35,Andaman And Nicobar Islands,602,South Andamans,2013,202,226,Teylarabad,11.604722,92.703333, , ,60,57,760,0.1,2.2,171,3.6,35.33,6,45, , , ,1.14,151, ,295, , ,8.3,No
