ROWID,Country,StateLGDCode,State,DistrictLGDCode,District,Year,OBJECTID *,OBJECTID *,Ground Water Station Name,y,x,Amount of Arsenic,Amount of carbonate,Amount of Calcium,Amount of Chloride,Amount of Electrical Conductivity,Amount of Fluorine,Amount of Iron,Amount of Hydrogencarbonate,Amount of Potassium,Amount of Magnesium,Amount of Nitrate,Amount of Sodium,Percentage of Sodium,Amount of Phosphate Ion,Amount of Residual Sodium Carbonate,Amount of Sodium absorption ratio,Amount of Sulfate,Amount of Silicon dioxide,Amount of Hardness Total,Amount of Alkalinity Total,Amount of Total Dissolved Solids,Amount of Potential of Hydrogen,Mark for Deletion
135736,India,28,Andhra Pradesh,503,Chittoor,2014,1490,1776,Shankrantipalli,13.170833,78.9875, ,24,12,50,478,0.68, ,128,4,12.17,1,70, , ,2.6,3.4,19, ,80,144.92, ,8.3,No
135738,India,28,Andhra Pradesh,503,Chittoor,2014,1491,1778,Siddirajukandriga-DW13,13.3775,79.765833, , ,160,425,2308,0.13, ,366,2,82.86,132,200, , ,-17.6,3.2,156, ,740,300, ,7.6,No
135745,India,28,Andhra Pradesh,503,Chittoor,2014,1498,1785,Thurukupalli-DW14,13.621111,78.7, , ,152,638,2490,0.47, ,244,6,82.85,60,240, , ,-20.8,3.89,87, ,720,200, ,7.3,No
135747,India,28,Andhra Pradesh,503,Chittoor,2014,1500,1787,Tirumala1,13.69,79.355, , ,20,46,271,0.1, ,79,2,13.4,3,14, , ,-1.62,0.59,7, ,105,64.75, ,7.7,No
135751,India,28,Andhra Pradesh,503,Chittoor,2014,1504,1791,Venkatagirikota,13.016667,78.5, , ,248,525,2850,0.39, ,464,12,117,180,140, , ,-28.78,1.84,144, ,1100,380.33, ,7.5,No
135753,India,28,Andhra Pradesh,503,Chittoor,2015,1505,1793,Ammasi Reddy Kandriga-DW13,13.456389,79.963611, ,0,29,64,530,0.35,0.06,134,5,14.02,4,59, , ,-0.8,2.25,59, ,130,109.84, ,6.8,No
135761,India,28,Andhra Pradesh,503,Chittoor,2015,1509,1801,Battuvaripalli,13.533333,78.905556, ,0,138,188,1530,0.57,0.26,580,17,28.13,29,129, , ,0.62,2.62,1, ,460,475.41, ,7.2,No
135765,India,28,Andhra Pradesh,503,Chittoor,2015,1513,1805,Chinna panduru,13.583333,79.966667, ,0,114,280,1370,0.74,0.19,177,23,24.45,59,124, , ,-9.6,2.75,92, ,385,145.08, ,7.05,No
135771,India,28,Andhra Pradesh,503,Chittoor,2015,1519,1811,Chittoor-ALT,13.206667,79.101667, ,0,120,358,1800,0.65,0.1,470,5,25.67,3,223, , ,-0.8,4.82,7, ,405,385.25, ,7.3,No
135776,India,28,Andhra Pradesh,503,Chittoor,2015,1524,1816,Erpedu1,13.716667,79.616667, ,0,58,94,760,0.18,0.07,275,18,28.03,12,44, , ,-1.38,1.19,12, ,260,225.41, ,7.47,No
135780,India,28,Andhra Pradesh,503,Chittoor,2015,1528,1820,Guntuvaripalli-DW13,13.651389,79.5425, ,0,96,149,1200,0.23,0.05,470,5,23.21,4,118, , ,2,2.8,1, ,335,385.25, ,7.14,No
135798,India,28,Andhra Pradesh,503,Chittoor,2015,1542,1838,Nagalapuram-DW13,13.388333,79.793889, ,0,78,145,1280,0.4,0.05,512,25,59.66,16,77, , ,-0.82,1.6,2, ,440,419.67, ,7.15,No
135801,India,28,Andhra Pradesh,503,Chittoor,2015,1545,1841,Nilavai-DW13,13.636944,79.900833, ,0,86,312,1800,0.63,0.05,342,140,32.93,58,169, , ,-2.78,3.93,126, ,350,280.33, ,7.23,No
135804,India,28,Andhra Pradesh,503,Chittoor,2015,1548,1844,Palamaneru-2,13.208333,78.743056, ,0,112,326,2070,0.75,0.34,415,7,63.35,56,223, , ,-8,4.17,180, ,540,340.16, ,7.39,No
135813,India,28,Andhra Pradesh,503,Chittoor,2015,1556,1853,Puttur-ALT,13.206667,79.101667, ,0,128,277,2210,0.82,0.09,817,10,63.37,13,234, , ,3.58,4.23,33, ,580,669.67, ,7.34,No
135818,India,28,Andhra Pradesh,503,Chittoor,2015,1560,1858,Satyavedu,13.428333,79.953333, ,0,74,113,790,0.27,0.09,217,4,14.68,3,66, , ,-2.68,1.83,52, ,245,177.87, ,7.2,No
135820,India,28,Andhra Pradesh,503,Chittoor,2015,1562,1860,Shankrantipalli,13.170833,78.9875, ,0,98,103,1130,0.83,0.17,482,9,48.75,20,49, , ,-2,1.01,9, ,445,395.08, ,7.32,No
135822,India,28,Andhra Pradesh,503,Chittoor,2015,1563,1862,Siddirajukandriga-DW13,13.3775,79.765833, ,0,90,152,1290,0.36,0.05,482,14,35.36,8,117, , ,1,2.65,27, ,370,395.08, ,7.29,No
135827,India,28,Andhra Pradesh,503,Chittoor,2015,1568,1867,Suritipalli,13.673333,79.328333, ,0,122,181,1170,0.68,0.08,378,2,20.81,10,88, , ,-3.2,1.94,12, ,390,309.84, ,7.32,No
135831,India,28,Andhra Pradesh,503,Chittoor,2015,1572,1871,Tirumala1,13.69,79.355, ,0,108,121,1110,0.3,3.95,451,24,12.29,16,94, ,  ,1.98,2.29,2, ,320,369.67, ,7.15,No
135835,India,28,Andhra Pradesh,503,Chittoor,2015,1576,1875,Venkatagirikota,13.016667,78.5, ,0,106,284,1530,0.52,0.52,116,5,47.54,79,137, , ,-14.6,2.78,196, ,460,95.08, ,7.37,No
135921,India,28,Andhra Pradesh,503,Chittoor,2017,1649,1961,Ammasi Reddy Kandriga-DW13,13.456389,79.963611, , ,10,14,125,0.16, ,43,1,3.66,2,11, , ,-0.2,0.76,6, ,40,35.25, ,7.75,No
135928,India,28,Andhra Pradesh,503,Chittoor,2017,1652,1968,Basani Khonda-DW14,13.553056,78.529167, , ,352,1985,6807,0.85, ,415,5,224.11,61,699, , ,-58.4,7.17,120, ,1800,340.16, ,7.18,No
135929,India,28,Andhra Pradesh,503,Chittoor,2017,1653,1969,Battuvaripalli,13.533333,78.905556, , ,104,131,1183,0.69, ,512,7,40.24,17,110, , ,-0.22,2.32,43, ,425,419.67, ,7.35,No
135932,India,28,Andhra Pradesh,503,Chittoor,2017,1656,1972,Bugga Agraharam-DW14,13.331111,79.622222, , ,168,780,3235,0.43, ,415,5,97.46,61,340, , ,-19.2,5.16,67, ,820,340.16, ,7.37,No
135933,India,28,Andhra Pradesh,503,Chittoor,2017,1657,1973,Chinna panduru,13.583333,79.966667, , ,92,209,1093,0.76, ,153,11,31.72,28,65, , ,-9.38,1.49,63, ,360,125.41, ,7.4,No
135937,India,28,Andhra Pradesh,503,Chittoor,2017,1661,1977,Chintaparti-1,13.504167,78.715278, , ,160,369,2171,1.2, ,470,19,43.96,10,240, , ,-7.8,4.33,201, ,580,385.25, ,7.77,No
135939,India,28,Andhra Pradesh,503,Chittoor,2017,1663,1979,Chittoor-ALT,13.206667,79.101667, , ,114,284,1714,0.74, ,537,6,40.26,2,190, , ,-0.4,3.9,25, ,450,440.16, ,7.57,No
135941,India,28,Andhra Pradesh,503,Chittoor,2017,1665,1981,Damalcheruvu,13.475,79.047222, , ,80,383,2210,1.25, ,567,2,82.76,25,276, , ,-3.02,5.17,97, ,540,464.75, ,7.86,No
135942,India,28,Andhra Pradesh,503,Chittoor,2017,1666,1982,Duginevaripalli,13.133333,78.658333, , ,100,152,1278,0.32, ,384,6,8.63,69,138, , ,1.18,3.56,2, ,285,314.75, ,7.5,No
135948,India,28,Andhra Pradesh,503,Chittoor,2017,1672,1988,Guntuvaripalli-DW13,13.651389,79.5425, , ,76,113,1006,0.33, ,378,7,31.7,16,80, , ,-0.4,1.95,14, ,320,309.84, ,7.56,No
135950,India,28,Andhra Pradesh,503,Chittoor,2017,1674,1990,Kalakoda,13.815278,78.795833, , ,120,411,2952,0.59, ,726,200,39.05,229,340, , ,5.4,6.9,10, ,460,595.08, ,7.52,No
135957,India,28,Andhra Pradesh,503,Chittoor,2017,1680,1997,Karvetnagar1,13.423333,79.465, , ,78,53,884,0.84, ,445,2,45.07,8,50, , ,-0.62,1.12,36, ,380,364.75, ,7.63,No
135960,India,28,Andhra Pradesh,503,Chittoor,2017,1681,2000,Marriguntalagani Palli,13.566944,79.015278, , ,60,35,669,0.4, ,372,1,28.03,6,48, , ,1.6,1.28,7, ,265,304.92, ,7.82,No
